X	slow 20 uM	slow 15 uM	slow 10 uM	slow 7.5 uM	slow 5 uM	slow 3.75 uM	slow 2.5 uM	slow 1.9 uM	slow 1.25 uM	slow 0.9 uM	fast 20 uM	fast 15 uM	fast 10 uM	fast 7.5 uM	fast 5 uM	fast 3.75 uM	fast 2.5 uM	fast 1.9 uM	fast 1.25 uM	fast 0.9 uM
2.6532663316582914	1.0	1.0	0.9999999923973073	0.999976996507837	0.9874199294017542	0.8680336072010675	0.40696245112542406	0.19138247192911007	0.06729859788345416	0.03287429695274813	1.0	1.0	1.0	0.9999999999999915	0.9999999996369456	0.9999999522973199	0.9999848723439563	0.9992883834038289	0.9045732027496908	0.47987918173533406
2.763819095477387	1.0	1.0	0.9999999972567413	0.9999878083316577	0.9909024257125543	0.8913614650458952	0.4437269280431093	0.21058708028311135	0.07344835106898817	0.03573277490965243	1.0	1.0	1.0	0.9999999999999986	0.9999999999071894	0.9999999859370253	0.9999950055013526	0.999740361187111	0.9467372647405221	0.5708803312470869
2.8743718592964824	1.0	1.0	0.9999999990101576	0.9999935385375983	0.9934231004929013	0.9107828696661153	0.4804363810688995	0.23074578040309524	0.07990738599065905	0.0387171144399836	1.0	1.0	1.0	0.9999999999999998	0.9999999999762741	0.9999999958543689	0.9999983545207796	0.9999066317875054	0.9723364065186316	0.6620412709681922
2.984924623115578	1.0	1.0	0.9999999996428379	0.9999965754964307	0.9952464354267817	0.9268688850231545	0.5167061297639413	0.25180204551513097	0.08667951139466423	0.041828144652976906	1.0	1.0	1.0	1.0	0.9999999999939347	0.9999999987779379	0.9999994585730313	0.9999667444968445	0.9865045474588003	0.7474609798386032
3.0954773869346734	1.0	1.0	0.9999999998711262	0.999998185052924	0.9965647918339101	0.9401398737890385	0.5521831870655255	0.2736857886967702	0.09376803706070636	0.045066673624316045	1.0	1.0	1.0	1.0	0.9999999999984495	0.9999999996397614	0.9999998219855456	0.9999882295035869	0.9937501463454398	0.8217881385948684
3.206030150753769	1.0	1.0	0.9999999999534989	0.9999990380996825	0.9975177587602909	0.9510556101848423	0.5865583455122265	0.2963140373561475	0.10117570018231159	0.048433482352823076	1.0	1.0	1.0	1.0	0.9999999999996037	0.9999999998938098	0.9999999414979118	0.9999958510122322	0.9972234871843965	0.8815491056324131
3.3165829145728645	1.0	1.0	0.9999999999832211	0.9999994902044437	0.9982064783617027	0.9600136331566594	0.6195741094921374	0.3195920847236975	0.10890459166049249	0.051929318550338	1.0	1.0	1.0	1.0	0.9999999999998986	0.9999999999686976	0.9999999807793558	0.9999985414228567	0.9988055982670092	0.9258601676908201
3.42713567839196	1.0	1.0	0.9999999999939457	0.99999972981455	0.9987041625532785	0.9673523716889066	0.6510284149335686	0.34341508959576694	0.11695608315407391	0.05555489028009564	1.0	1.0	1.0	1.0	0.9999999999999741	0.9999999999907728	0.9999999936861707	0.9999994881249853	0.9994985400250692	0.9561998895813804
3.5376884422110555	1.0	1.0	0.9999999999978154	0.9999998568050059	0.999063771117421	0.9733566966018561	0.6807745618575943	0.36767006545410197	0.12533075581244213	0.059310859460720344	1.0	1.0	1.0	1.0	0.9999999999999933	0.9999999999972801	0.9999999979261623	0.9999998205634915	0.9997932319148838	0.9754681488909076
3.648241206030151	1.0	1.0	0.9999999999992117	0.9999999241084022	0.9993235972885799	0.9782644158748344	0.7087181025522467	0.3922381733823723	0.13402833168843264	0.06319783525482603	1.0	1.0	1.0	1.0	0.9999999999999983	0.9999999999991982	0.9999999993188685	0.9999999371446752	0.999915861606302	0.9868967064323859
3.7587939698492465	1.0	1.0	0.9999999999997156	0.9999999597783811	0.9995113215189939	0.9822728374351369	0.7348115681159647	0.4169972128177304	0.14304760888702528	0.06721636736311576	1.0	1.0	1.0	1.0	0.9999999999999996	0.9999999999997636	0.999999999776297	0.9999999779925766	0.9999660883527106	0.9932809171135957
3.869346733668342	1.0	1.0	0.9999999999998974	0.9999999786830339	0.9996469489580129	0.9855449243215298	0.759047906251664	0.44182419230810754	0.15238640154595517	0.0713669392467906	1.0	1.0	1.0	1.0	0.9999999999999999	0.9999999999999303	0.9999999999265312	0.9999999922969213	0.9999864257917144	0.9966700760716386
3.9798994974874375	1.0	1.0	0.9999999999999629	0.9999999887022688	0.999744935861378	0.9882148186249625	0.7814533904852311	0.46659786023594485	0.1620414857639343	0.07564996130300228	1.0	1.0	1.0	1.0	1.0	0.9999999999999795	0.9999999999758715	0.9999999973042838	0.9999945931827142	0.9983949603307212
4.090452261306533	1.0	1.0	0.9999999999999867	0.9999999940123407	0.9998157278371513	0.9903926604960115	0.8020805949651642	0.49120108284428854	0.1720085525878181	0.08006576401997634	1.0	1.0	1.0	1.0	1.0	0.9999999999999939	0.9999999999920759	0.9999999990567455	0.9999978539257023	0.9992433657002697
4.201005025125628	1.0	1.0	0.9999999999999952	0.9999999968266139	0.9998668721178403	0.992168712556352	0.8210018506150223	0.5155229726321673	0.18228216913922768	0.08461459114028902	1.0	1.0	1.0	1.0	1.0	0.9999999999999982	0.9999999999973976	0.9999999996699742	0.9999991503022907	0.9996494961123172
4.311557788944724	1.0	1.0	0.9999999999999982	0.9999999983181441	0.9999038215831628	0.9936168431118346	0.8383034353674761	0.5394606921363949	0.19285574890190016	0.08929659286255798	1.0	1.0	1.0	1.0	1.0	0.9999999999999994	0.9999999999991454	0.9999999998845367	0.999999664173049	0.999839823132527
4.42211055276382	1.0	1.0	0.9999999999999993	0.999999999108637	0.9999305158468413	0.9947974400867157	0.8540806182059693	0.5629208836239827	0.20372153210236277	0.09411181911349209	1.0	1.0	1.0	1.0	1.0	0.9999999999999999	0.9999999999997193	0.9999999999596052	0.9999998674370666	0.9999275618489312
4.532663316582915	1.0	1.0	0.9999999999999998	0.9999999995275886	0.99994980116803	0.9957598320803627	0.868433578301626	0.5858207015204582	0.21487057699830625	0.09906021292381118	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999079	0.9999999999858682	0.9999999477190782	0.9999675011126408
4.64321608040201	1.0	1.0	0.9999999999999999	0.9999999997496277	0.9999637338665277	0.9965442898851999	0.8814641545947088	0.6080884490160213	0.22629276274227528	0.10414160394295002	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999697	0.9999999999950562	0.9999999793940926	0.9999855076849209
