slow 20 uM	slow 20 uM	slow 20 uM	slow 20 uM	slow 15 uM	slow 15 uM	slow 15 uM	slow 15 uM	slow 10 uM	slow 10 uM	slow 10 uM	slow 10 uM	slow 7.5 uM	slow 7.5 uM	slow 7.5 uM	slow 7.5 uM	slow 5 uM	slow 5 uM	slow 5 uM	slow 5 uM	slow 3.75 uM	slow 3.75 uM	slow 3.75 uM	slow 3.75 uM	slow 2.5 uM	slow 2.5 uM	slow 2.5 uM	slow 2.5 uM	slow 1.9 uM	slow 1.9 uM	slow 1.9 uM	slow 1.9 uM	slow 1.25 uM	slow 1.25 uM	slow 1.25 uM	slow 1.25 uM	slow 0.9 uM	slow 0.9 uM	slow 0.9 uM	slow 0.9 uM	fast 20 uM	fast 20 uM	fast 20 uM	fast 20 uM	fast 15 uM	fast 15 uM	fast 15 uM	fast 15 uM	fast 10 uM	fast 10 uM	fast 10 uM	fast 10 uM	fast 7.5 uM	fast 7.5 uM	fast 7.5 uM	fast 7.5 uM	fast 5 uM	fast 5 uM	fast 5 uM	fast 5 uM	fast 3.75 uM	fast 3.75 uM	fast 3.75 uM	fast 3.75 uM	fast 2.5 uM	fast 2.5 uM	fast 2.5 uM	fast 2.5 uM	fast 1.9 uM	fast 1.9 uM	fast 1.9 uM	fast 1.9 uM	fast 1.25 uM	fast 1.25 uM	fast 1.25 uM	fast 1.25 uM	fast 0.9 uM	fast 0.9 uM	fast 0.9 uM	fast 0.9 uM
solw20r1: 221018 AB42 slow unseeded: 20.0 MA01 Y X	solw20r1: 221018 AB42 slow unseeded: 20.0 MA01 Y residue	slow20r2: 221018 AB42 slow unseeded: 20.0 MB01 Y X	slow20r2: 221018 AB42 slow unseeded: 20.0 MB01 Y residue	slow15: 221018 AB42 slow unseeded: 15.0 MA02 Y X	slow15: 221018 AB42 slow unseeded: 15.0 MA02 Y residue	slow15: 221018 AB42 slow unseeded: 15.0 MB02 Y X	slow15: 221018 AB42 slow unseeded: 15.0 MB02 Y residue	slow10r1: 221018 AB42 slow unseeded: 10.0 MA03 Y X	slow10r1: 221018 AB42 slow unseeded: 10.0 MA03 Y residue	slow10r2: 221018 AB42 slow unseeded: 10.0 MB03 Y X	slow10r2: 221018 AB42 slow unseeded: 10.0 MB03 Y residue	slow7p5r1: 0.000224164985429 X	slow7p5r1: 0.000224164985429 residue	slow7p5r2: 221018 AB42 slow unseeded: 7.5 MB04 Y X	slow7p5r2: 221018 AB42 slow unseeded: 7.5 MB04 Y residue	slow5r1: 221018 AB42 slow unseeded: 5.0 MA05 Y X	slow5r1: 221018 AB42 slow unseeded: 5.0 MA05 Y residue	slow5r2: 221018 AB42 slow unseeded: 5.0 MB05 Y X	slow5r2: 221018 AB42 slow unseeded: 5.0 MB05 Y residue	slow3p75r1: 221018 AB42 slow unseeded: 3.75 MA06 Y X	slow3p75r1: 221018 AB42 slow unseeded: 3.75 MA06 Y residue	slow3p75r2: 221018 AB42 slow unseeded: 3.75 MB06 Y X	slow3p75r2: 221018 AB42 slow unseeded: 3.75 MB06 Y residue	slow2p5r1: 221018 AB42 slow unseeded: 2.5 MA07 Y X	slow2p5r1: 221018 AB42 slow unseeded: 2.5 MA07 Y residue	slow2p5r2: 221018 AB42 slow unseeded: 2.5 MB07 Y X	slow2p5r2: 221018 AB42 slow unseeded: 2.5 MB07 Y residue	slow1p9r1: 221018 AB42 slow unseeded: 1.88 MA08 Y X	slow1p9r1: 221018 AB42 slow unseeded: 1.88 MA08 Y residue	slow1p9r2: 221018 AB42 slow unseeded: 1.88 MB08 Y X	slow1p9r2: 221018 AB42 slow unseeded: 1.88 MB08 Y residue	slow1p25r1: 221018 AB42 slow unseeded: 1.25 MA09 Y X	slow1p25r1: 221018 AB42 slow unseeded: 1.25 MA09 Y residue	slow1p25r2: 221018 AB42 slow unseeded: 1.25 MB09 Y X	slow1p25r2: 221018 AB42 slow unseeded: 1.25 MB09 Y residue	slow0p9r1: 221018 AB42 slow unseeded: 0.94 MA10 Y X	slow0p9r1: 221018 AB42 slow unseeded: 0.94 MA10 Y residue	slow0p9r2: 221018 AB42 slow unseeded: 0.94 MB10 Y X	slow0p9r2: 221018 AB42 slow unseeded: 0.94 MB10 Y residue	fast20r1: 221018 ab42 fast unseeded: 20.0 MA01 Y X	fast20r1: 221018 ab42 fast unseeded: 20.0 MA01 Y residue	fast20r2: 221018 ab42 fast unseeded: 20.0 MB01 Y X	fast20r2: 221018 ab42 fast unseeded: 20.0 MB01 Y residue	fast15r1: 221018 ab42 fast unseeded: 15.0 MA02 Y X	fast15r1: 221018 ab42 fast unseeded: 15.0 MA02 Y residue	fast15r2: 221018 ab42 fast unseeded: 15.0 MB02 Y X	fast15r2: 221018 ab42 fast unseeded: 15.0 MB02 Y residue	fast10r1: 221018 ab42 fast unseeded: 10.0 MA03 Y X	fast10r1: 221018 ab42 fast unseeded: 10.0 MA03 Y residue	fast10r2: 221018 ab42 fast unseeded: 10.0 MB03 Y X	fast10r2: 221018 ab42 fast unseeded: 10.0 MB03 Y residue	fast7p5r1: 221018 ab42 fast unseeded: 7.5 MA04 Y X	fast7p5r1: 221018 ab42 fast unseeded: 7.5 MA04 Y residue	fast7p5r2: 221018 ab42 fast unseeded: 7.5 MB04 Y X	fast7p5r2: 221018 ab42 fast unseeded: 7.5 MB04 Y residue	fast5r1: 221018 ab42 fast unseeded: 5.0 MA05 Y X	fast5r1: 221018 ab42 fast unseeded: 5.0 MA05 Y residue	fast5r2: 221018 ab42 fast unseeded: 5.0 MB05 Y X	fast5r2: 221018 ab42 fast unseeded: 5.0 MB05 Y residue	fast3p75r1: 221018 ab42 fast unseeded: 3.75 MA06 Y X	fast3p75r1: 221018 ab42 fast unseeded: 3.75 MA06 Y residue	fast3p75r2: 221018 ab42 fast unseeded: 3.75 MB06 Y X	fast3p75r2: 221018 ab42 fast unseeded: 3.75 MB06 Y residue	fast2p5r1: 221018 ab42 fast unseeded: 2.5 MA07 Y X	fast2p5r1: 221018 ab42 fast unseeded: 2.5 MA07 Y residue	fast2p5r2: 221018 ab42 fast unseeded: 2.5 MB07 Y X	fast2p5r2: 221018 ab42 fast unseeded: 2.5 MB07 Y residue	fast1p9r1: 221018 ab42 fast unseeded: 1.88 MA08 Y X	fast1p9r1: 221018 ab42 fast unseeded: 1.88 MA08 Y residue	fast1p9r2: 221018 ab42 fast unseeded: 1.88 MB08 Y X	fast1p9r2: 221018 ab42 fast unseeded: 1.88 MB08 Y residue	fast1p25r1: 221018 ab42 fast unseeded: 1.25 MA09 Y X	fast1p25r1: 221018 ab42 fast unseeded: 1.25 MA09 Y residue	fast1p25r2: 221018 ab42 fast unseeded: 1.25 MB09 Y X	fast1p25r2: 221018 ab42 fast unseeded: 1.25 MB09 Y residue	fast0p9r1: 221018 ab42 fast unseeded: 0.94 MA10 Y X	fast0p9r1: 221018 ab42 fast unseeded: 0.94 MA10 Y residue	fast0p9r2: 221018 ab42 fast unseeded: 0.94 MB10 Y X	fast0p9r2: 221018 ab42 fast unseeded: 0.94 MB10 Y residue
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	-0.0022864888653668773	0.0	-0.001024380249949	0.0	0.000785340314136	0.0	0.002520161290323	0.0	-0.001896094046265	0.0	-0.000890670229348	0.0	0.00436871996505	0.17	0.000910506706558945	0.25	0.0010429577234321052	0.17	0.006245551939973527	0.25	0.0005483604604802285	0.17	0.01733710269710658	0.25	-0.001240749064781331	0.17	-0.0321506324214178	0.0	0.000456641855793	0.0	0.000999909099173	0.0	-0.000769276288538	0.0	0.001642935377875	0.0	0.001081600769138	0.07	-0.004333694088121547	0.0	0.000241750271969	0.07	-0.002141141948683634	0.0	0.002253521126761	0.07	-0.007004685606021767	0.0	0.010264578355898	0.07	-0.00610003097358636	0.06	-0.004983222097806998	0.07	0.01662113048790336	0.06	0.03949686109667938	0.07	0.011947869779245291	0.06	-0.04074280452070653	0.07	0.04790926312561659	1.69	-0.052829076149127546	0.07	0.010524854326252145
0.08	-0.014209934039331497	0.08	-0.015239531302595496	0.08	-0.015567803143666164	0.08	-0.007923260215919162	0.08	-0.003710847612774404	0.08	0.0019206889922135963	0.17	-0.0073862941015885	0.08	-0.0010379436299888774	0.08	-0.0016928713107718747	0.08	-0.0034276922869588746	0.08	0.0013873529521378702	0.08	0.0026086047085898704	0.08	-0.004594358045149788	0.25	-0.012712353137493245	0.33	-0.002018915732128726	0.25	0.009155405146897106	0.33	0.007008833211236777	0.25	-0.004069181961118771	0.33	0.006736195090804163	0.25	0.01922815728022867	0.01	0.00045896037682956203	0.01	-0.00036235364765543795	0.01	0.0011748148053111495	0.01	-5.338458410850466e-06	0.01	0.0022269590158279042	0.09	-0.004627393378294324	0.01	0.0008144006436614098	0.09	-0.005245371729883935	0.01	0.002239425473650831	0.09	-0.0028486658382380235	0.01	0.0022927536216051977	0.09	0.012181621169516288	0.07	-0.00886307763747964	0.09	0.009041272711779909	0.07	0.007953838324841292	0.09	0.018701401421706405	0.07	0.010851172331563588	0.09	-0.016774389694167207	1.7	-0.11639657519423569	0.09	-0.00706867640250899
0.17	-0.08337087525333291	0.17	-0.07799388309411191	0.17	-0.046297900209605815	0.17	-0.04501601291998481	0.17	-0.01845589065045028	0.17	-0.01765138542116628	0.25	-0.03587713628454599	0.17	-0.019891035390808498	0.17	-0.00968791383505095	0.17	-0.00973488647480795	0.17	-0.007251194059572645	0.17	-0.004548025112653645	0.17	0.0015991047816679453	0.33	0.004664007366568364	0.42	-0.008686071271694695	0.33	-0.014579872659186727	0.42	-0.004579893968205082	0.33	0.0034375350772007764	0.42	0.002333299536979039	0.33	0.021077500023181164	0.03	-0.0009335994940781055	0.03	-0.0013025471023801055	0.03	-0.00015404260808728003	0.03	-0.00347229871381128	0.03	0.0005693562372000114	0.1	-0.008290209072109658	0.03	-0.000649854465480095	0.1	-0.0026165030253233633	0.03	0.00400416246141898	0.1	-0.0003580941580500932	0.03	-0.015025944163282047	0.1	-0.00794845710628846	0.09	0.00635511171075391	0.1	-0.002224620569432646	0.09	-0.009621408130524596	0.1	0.001612509085551267	0.09	0.0681621414668588	0.1	0.004760353777187501	1.71	-0.09714553555433109	0.1	0.01753289459046004
0.25	-0.20245927465145602	0.25	-0.190339616543709	0.25	-0.12282813276987962	0.25	-0.10757940409075763	0.25	-0.04524727626131723	0.25	-0.039227121305814225	0.33	-0.04582612810063775	0.25	-0.030680145964697987	0.25	-0.016432200712016735	0.25	-0.016924621755759733	0.25	-0.011544905741903321	0.25	-0.01801290431014332	0.25	-0.012705839860903245	0.42	0.0005342723726843466	0.5	-0.0028414798353653104	0.42	-0.013578021089449693	0.5	-0.00797975078295831	0.42	-0.0037560475942350824	0.5	-0.012333750102586718	0.42	0.004278737730296039	0.04	-0.004439041505067784	0.04	-0.0038904299621747842	0.04	-0.00167421834766411	0.04	-0.0016624978324131102	0.04	-0.0046431500441810256	0.11	-0.007410103179185894	0.04	-0.002689038890034966	0.11	-8.128910070451245e-05	0.04	-0.004546221052083377	0.11	0.00024392844223875085	0.04	0.0021732847062599977	0.11	-0.008125757230209824	0.1	0.010119409484082353	0.11	0.0014307700399557547	0.1	0.000844456730730267	0.11	0.004978424245554633	0.1	-0.012130068557517498	0.11	-0.03297399275992055	1.73	-0.03803912196471269	0.11	-0.028181726270587775
0.33	-0.22670900987588166	0.33	-0.1835126085656707	0.33	-0.23761784444177358	0.33	-0.14621470501652659	0.33	-0.08812257897489309	0.33	-0.08348642729696709	0.42	-0.08072511896944354	0.33	-0.05351497332305175	0.33	-0.019930363715220435	0.33	-0.038724169660162434	0.33	-0.006416911635726583	0.33	-0.03133819903418758	0.33	-0.008263519887272636	0.5	-0.02043579972135911	0.58	-0.006767769625436873	0.5	-0.00911752162053331	0.58	-0.003250580610033941	0.5	-0.01496291474605631	0.58	0.005696020797148503	0.5	0.012187402270961283	0.06	-0.010470467140019243	0.06	-0.010372084293504244	0.06	-0.006822860438506874	0.06	-0.004748383250722874	0.06	-0.002831078881048838	0.13	-0.008679174189593736	0.06	0.0002784038373972624	0.13	-0.007917805818618413	0.06	-0.00483428535304411	0.13	0.002260652669784119	0.06	0.009976270870442836	0.13	0.0028733113583604315	0.11	0.0023757765312917545	0.13	-0.006211609813495294	0.11	0.011305933816489633	0.13	-0.015582113910881285	0.11	0.01078688196326845	0.13	0.01008617518135378	1.74	-0.12246615428019564	0.13	-0.017656723604469685
0.42	-0.040417696676729675	0.42	-0.005302751304842701	0.42	-0.31589185181584123	0.42	-0.1214419922792962	0.42	-0.16864545940928416	0.42	-0.15593012795530417	0.5	-0.13293333542135602	0.42	-0.08339580985915554	0.42	-0.042202814591182615	0.42	-0.04348849268609962	0.42	-0.026137612446880093	0.42	-0.02605097728805309	0.42	-0.029959079381159652	0.58	-0.025386614139410995	0.67	-0.014432059708515976	0.58	-0.00014407427431687315	0.67	0.01910635812242553	0.58	0.02649031216398206	0.67	-0.029621745484790248	0.58	0.0427115046494095	0.07	-0.015430164995545406	0.07	-0.012371092105696877	0.07	-0.006960564593302035	0.07	-0.010312307885457036	0.07	-0.003032744523600548	0.14	-0.012650420722096186	0.07	-0.0013689580472226338	0.14	-0.0023927947451708315	0.07	-0.005024138249247767	0.14	-3.426016523056831e-05	0.07	-0.0034024801906460296	0.14	0.006915581488202599	0.13	0.002197940096601706	0.14	-0.006312940044837472	0.13	-0.013308073945146284	0.14	-0.01222979652020955	0.13	0.04514727135345178	0.14	-0.02765383562966429	1.76	-0.01525723883735522	0.14	0.00694102333590887
0.5	-0.01255204853925962	0.5	0.015353045029137369	0.5	-0.14894922914844877	0.5	-0.0034632375107167546	0.5	-0.2675302764390942	0.5	-0.25277632973785924	0.58	-0.1584419680842057	0.5	-0.10684422357074401	0.5	-0.047258088100321435	0.5	-0.05798737791623144	0.5	-0.03542232554278419	0.5	-0.035064385544471194	0.5	-0.029212198694770108	0.67	-0.027301255945441246	0.75	-0.017933015459065775	0.67	-0.012129764921953974	0.75	-0.02037967134984188	0.67	0.004379149430880528	0.75	-0.007622722003645341	0.67	0.02570621064847475	0.09	-0.024048589613557714	0.09	-0.020540356887233713	0.09	-0.013218084845330508	0.09	-0.014473584278521507	0.09	-0.002098406517532324	0.16	-0.020296675203190655	0.09	-0.0036928130776719345	0.16	-0.013612650237930101	0.09	-0.0064392886933970234	0.16	-0.012168217235328243	0.09	-0.0023384476868246653	0.16	0.007801887006385863	0.14	0.00017992190205952786	0.16	0.013986002030274083	0.14	0.007645233175647451	0.16	0.004690237981664921	0.14	0.016453053013170706	0.16	-0.016932787857719216	1.77	-0.0859935356862322	0.16	0.010428668401702626
0.58	-0.015786444032002245	0.58	-0.00575867068647018	0.58	-0.06115504636294833	0.58	-0.009246361386877289	0.58	-0.3703770731880674	0.58	-0.3340103921175954	0.67	-0.19466818547337314	0.58	-0.14038532006305068	0.58	-0.05700923019170395	0.58	-0.04845229301892895	0.58	-0.03734829971537174	0.58	-0.03713627156350475	0.58	-0.033380213759613996	0.75	-0.011990835125073426	0.83	-0.028069982661338373	0.75	-0.012178454022825778	0.83	-0.03387740574192541	0.75	-0.01774480838246388	0.83	0.008175514563977946	0.75	-0.024285150310296343	0.1	-0.030034672874803853	0.1	-0.026755829936277852	0.1	-0.01559753612004644	0.1	-0.01743641474781344	0.1	-0.005796233763167657	0.17	-0.02107506018787028	0.1	-0.004379154557437363	0.17	-0.015129803899731708	0.1	0.0007836982305229065	0.17	0.0011486518950201878	0.1	0.008121472700587162	0.17	-0.00962127744253562	0.16	0.0018680575387780818	0.17	-0.0048030597726907345	0.16	-0.020498535860497078	0.17	-0.005611305347537287	0.16	0.004930348807893785	0.17	-0.01696316243368366	1.78	-0.05320365297364365	0.17	-0.007165690789154101
0.67	-0.004922498215634508	0.67	0.0007243190328254379	0.67	-0.07930175522361327	0.67	-0.03054772602270517	0.67	-0.4068932268412959	0.67	-0.36446498614818595	0.75	-0.1281902444267488	0.67	-0.17927451276775414	0.67	-0.04827233176499882	0.67	-0.05321818128366082	0.67	-0.047314229065994834	0.67	-0.046037500409592834	0.67	-0.030789718640891243	0.83	-0.037927706778105856	0.92	-0.009419769204079359	0.83	-0.005343799281666372	0.92	-0.005064648085044464	0.83	-0.025473394419330404	0.92	-0.01506677575642176	0.83	-0.002190515633488054	0.11	-0.03614309002432918	0.11	-0.03355348530910218	0.11	-0.018253855100574035	0.11	-0.022188977587303035	0.11	-0.014495345377430894	0.18	-0.025201464062996507	0.11	-0.008785404896680513	0.18	-0.013493154588813495	0.11	-0.0014186540566452494	0.18	-0.005041120961344661	0.11	-0.007983621423865203	0.18	0.0014617565240894088	0.17	0.009407106135514265	0.18	-0.010538473879219475	0.17	-0.010065053749506288	0.18	0.007951201685870145	0.17	0.004899974231929343	0.18	0.03688375592092014	1.8	-0.05679573600875581	0.18	0.013912328854840885
