"time(h)"	"Y"			"branch index"	"6h_withvortex"		"branch index"	"6h_novortex"
18.48333333	0.94927178							
18.5	0.93969913							
18.51666667	0.94673102							
18.53333333	0.94321674							
18.55	0.93811478							
18.56666667	0.9315069							
18.58333333	0.93242766							
18.6	0.93302518							
18.61666667	0.93111996							
18.63333333	0.93454298							
18.65	0.92293392							
18.66666667	0.93738606							
18.68333333	0.94139947							
18.7	0.92805014							
18.71666667	0.92350909							
18.73333333	0.92242339							
18.75	0.92487193							
18.76666667	0.93134766							
18.78333333	0.92743978							
18.8	0.91707804							
18.81666667	0.91697584							
18.83333333	0.91642063							
18.85	0.89956843							
18.86666667	0.91269101							
18.88333333	0.90234829							
18.9	0.90409996							
18.91666667	0.89833489							
18.93333333	0.90186961							
18.95	0.90401012							
18.96666667	0.90910828							
18.98333333	0.90865384							
19	0.91669491							
19.01666667	0.91832775							
19.03333333	0.9219718							
19.05	0.92038317							
19.06666667	0.92410043							
19.08333333	0.92909591							
19.1	0.91588158							
19.11666667	0.91120839							
19.13333333	0.91136478							
19.15	0.90501407							
19.16666667	0.9043172							
19.18333333	0.91158772							
19.2	0.92098117							
19.21666667	0.91028763							
19.23333333	0.91280605							
19.25	0.92021395							
19.26666667	0.90517141							
19.28333333	0.89855878							
19.3	0.89319585							
19.31666667	0.90221947							
19.33333333	0.89542858							
19.35	0.89538913							
19.36666667	0.89065937							
19.38333333	0.90146033							
19.4	0.89359895							
19.41666667	0.89516476							
19.43333333	0.90277326							
19.45	0.90674293							
19.46666667	0.88094791							
19.48333333	0.88466802							
19.5	0.88192809							
19.51666667	0.87621863							
19.53333333	0.8714689							
19.55	0.89010368							
19.56666667	0.88390983							
19.58333333	0.88175553							
19.6	0.88755769							
19.61666667	0.88477973							
19.63333333	0.88577036							
19.65	0.89027148							
19.66666667	0.89183396							
19.68333333	0.87781534							
19.7	0.88654614							
19.71666667	0.89947431							
19.73333333	0.89827214							
19.75	0.89607316							
19.76666667	0.89587874							
19.78333333	0.90231359							
19.8	0.91173128							
19.81666667	0.90393074							
19.83333333	0.87923949							
19.85	0.88564915							
19.86666667	0.88313073							
19.88333333	0.88222518							
19.9	0.87713606							
19.91666667	0.87128922							
19.93333333	0.85216483							
19.95	0.85883783							
19.96666667	0.88118178							
19.98333333	0.88383615							
20	0.89132011							
20.01666667	0.87609503							
20.03333333	0.88560779							
20.05	0.89046732							
20.06666667	0.8993336							
20.08333333	0.89950045							
20.1	0.89409474							
20.11666667	0.88899563							
20.13333333	0.87343829							
20.15	0.87227985							
20.16666667	0.86240678							
20.18333333	0.8585954							
20.2	0.85860823							
20.21666667	0.86021112							
20.23333333	0.85686939							
20.25	0.8541884							
20.26666667	0.86780631							
20.28333333	0.8675211							
20.3	0.88333085							
20.31666667	0.86759002							
20.33333333	0.85325529							
20.35	0.85518189							
20.36666667	0.87255033							
20.38333333	0.88275235							
20.4	0.88233166							
20.41666667	0.87124121							
20.43333333	0.88026673							
20.45	0.86784766							
20.46666667	0.87008135							
20.48333333	0.86892576							
20.5	0.86985318							
20.51666667	0.87047589							
20.53333333	0.87192191							
20.55	0.87167093							
20.56666667	0.8682964							
20.58333333	0.8634863							
20.6	0.84959317							
20.61666667	0.84866243							
20.63333333	0.8406998							
20.65	0.83274619							
20.66666667	0.84397355							
20.68333333	0.84529551							
20.7	0.84580461							
20.71666667	0.84262212							
20.73333333	0.84135816							
20.75	0.84065178							
20.76666667	0.84410332							
20.78333333	0.83504833							
20.8	0.84276805							
20.81666667	0.84788475							
20.83333333	0.83653333							
20.85	0.82324247							
20.86666667	0.82384474							
20.88333333	0.8298917							
20.9	0.83997916							
20.91666667	0.83293919							
20.93333333	0.8508828							
20.95	0.82956561							
20.96666667	0.82253467							
20.98333333	0.8307055							
21	0.83898425							
21.01666667	0.83695259							
21.03333333	0.82282035							
21.05	0.83047116							
21.06666667	0.82556124							
21.08333333	0.82145371							
21.1	0.80772933							
21.11666667	0.81699728							
21.13333333	0.83645062							
21.15	0.81551323							
21.16666667	0.81855311							
21.18333333	0.80798174							
21.2	0.80081247							
21.21666667	0.80258364							
21.23333333	0.80493996							
21.25	0.79932367							
21.26666667	0.79093132							
21.28333333	0.78388611							
21.3	0.78415136							
21.31666667	0.785952							
21.33333333	0.78982374							
21.35	0.79533403							
21.36666667	0.79491002							
21.38333333	0.78957751							
21.4	0.79224567							
21.41666667	0.79703627							
21.43333333	0.80006284							
21.45	0.7878748							
21.46666667	0.79036042							
21.48333333	0.81733336							
21.5	0.7978439							
21.51666667	0.77806685							
21.53333333	0.78951096							
21.55	0.78072644							
21.56666667	0.77792186							
21.58333333	0.77708952							
21.6	0.77802264							
21.61666667	0.7686021							
21.63333333	0.77343358							
21.65	0.76830643							
21.66666667	0.76291593							
21.68333333	0.76596912							
21.7	0.75703439							
21.71666667	0.75759816							
21.73333333	0.7525984							
21.75	0.74926237							
21.76666667	0.75967117							
21.78333333	0.7664882							
21.8	0.74924146							
21.81666667	0.75463481							
21.83333333	0.74847756							
21.85	0.7528432							
21.86666667	0.73806829							
21.88333333	0.74542865							
21.9	0.75925048							
21.91666667	0.74820376							
21.93333333	0.74179933							
21.95	0.75499132							
21.96666667	0.75143426							
21.98333333	0.74236358							
22	0.72748694							
22.01666667	0.72007429							
22.03333333	0.72624769							
22.05	0.7247684							
22.06666667	0.72284464							
22.08333333	0.70760388							
22.1	0.705837							
22.11666667	0.70396363							
22.13333333	0.70843718							
22.15	0.71425502							
22.16666667	0.69409911							
22.18333333	0.69209455							
22.2	0.68812393							
22.21666667	0.68869483							
22.23333333	0.69265547							
22.25	0.67754163							
22.26666667	0.67101123							
22.28333333	0.67263456							
22.3	0.67881034							
22.31666667	0.6791217							
22.33333333	0.67109109							
22.35	0.67239213							
22.36666667	0.66034717							
22.38333333	0.67062002							
22.4	0.65862497							
22.41666667	0.66786677							
22.43333333	0.66508881							
22.45	0.6600244							
22.46666667	0.65268543							
22.48333333	0.67896769							
22.5	0.66652818							
22.51666667	0.65439052							
22.53333333	0.64159736							
22.55	0.63238977							
22.56666667	0.63386717							
22.58333333	0.63502275							
22.6	0.6274713							
22.61666667	0.61571915							
22.63333333	0.61203707							
22.65	0.60444236							
22.66666667	0.59498664							
22.68333333	0.6075331							
22.7	0.60813348							
22.71666667	0.59340229							
22.73333333	0.59438675							
22.75	0.60010714							
22.76666667	0.60955098							
22.78333333	0.60753453							
22.8	0.60425507							
22.81666667	0.59682864							
22.83333333	0.60767143							
22.85	0.59063859							
22.86666667	0.57684338							
22.88333333	0.57216258							
22.9	0.600245							
22.91666667	0.59733869							
22.93333333	0.59864876							
22.95	0.59301536							
22.96666667	0.59560603							
22.98333333	0.5867117							
23	0.60731825							
23.01666667	0.59278719							
23.03333333	0.59900338							
23.05	0.58445093							
23.06666667	0.58305196							
23.08333333	0.57153654							
23.1	0.58416286							
23.11666667	0.58284328							
23.13333333	0.57180607							
23.15	0.56668367							
23.16666667	0.58558369							
23.18333333	0.58609137							
23.2	0.57804555							
23.21666667	0.57227619							
23.23333333	0.5706039							
23.25	0.56961184							
23.26666667	0.57930333							
23.28333333	0.58257899							
23.3	0.57495481							
23.31666667	0.58971831							
23.33333333	0.57876286							
23.35	0.55627154							
23.36666667	0.55896394							
23.38333333	0.56314752							
23.4	0.55657101							
23.41666667	0.5575588							
23.43333333	0.56292458							
23.45	0.55074889							
23.46666667	0.55122853							
23.48333333	0.55881515							
23.5	0.56446995							
23.51666667	0.57355965							
23.53333333	0.55948255							
23.55	0.55576577							
23.56666667	0.55412295							
23.58333333	0.55435112							
23.6	0.55054212							
23.61666667	0.56282903							
23.63333333	0.56599441							
23.65	0.55785066							
23.66666667	0.55916216							
23.68333333	0.54579477							
23.7	0.53637328							
23.71666667	0.54289274							
23.73333333	0.53854326							
23.75	0.53678018							
23.76666667	0.54147001							
23.78333333	0.52762584							
23.8	0.54149378							
23.81666667	0.55339661							
23.83333333	0.55174856							
23.85	0.53914553							
23.86666667	0.53478465							
23.88333333	0.52408588							
23.9	0.53369657							
23.91666667	0.52906235							
23.93333333	0.52989232							
23.95	0.54119811							
23.96666667	0.5479562							
23.98333333	0.54732208							
24	0.53541592							
24.01666667	0.54295359							
