X	100-6.4	100-5	100-4	100-3.2	100-2.5	100-2	100-1.6	100-1.25
3.2112226130653267	1.0	1.0	1.0	1.0	1.0	0.9998985267647285	0.7950313178401281	0.3380909128975276
3.250867336683417	1.0	1.0	1.0	1.0	1.0	0.9999561158142185	0.8153505905792	0.351065236067839
3.2905120603015074	1.0	1.0	1.0	1.0	1.0	0.9999824152095915	0.8347819283808298	0.36435778545416364
3.3301567839195982	1.0	1.0	1.0	1.0	1.0	0.9999935162773563	0.8532343681954789	0.3779637642065772
3.3698015075376886	1.0	1.0	1.0	1.0	1.0	0.9999978168634978	0.8706269351336076	0.3918771007164077
3.409446231155779	1.0	1.0	1.0	1.0	1.0	0.9999993342388429	0.8868907249918572	0.4060903706610911
3.4490909547738693	1.0	1.0	1.0	1.0	1.0	0.9999998177689111	0.9019708079702646	0.42059472087123817
3.48873567839196	1.0	1.0	1.0	1.0	1.0	0.9999999556675155	0.9158278578109054	0.43537979603405697
3.5283804020100504	1.0	1.0	1.0	1.0	1.0	0.9999999905167382	0.9284394106456724	0.4504336693627937
3.568025125628141	1.0	1.0	1.0	1.0	1.0	0.9999999982370258	0.9398006641715555	0.46574277847836254
3.607669849246231	1.0	1.0	1.0	1.0	1.0	0.9999999997187836	0.9499247412181124	0.48129186786462697
3.647314572864322	1.0	1.0	1.0	1.0	1.0	0.9999999999620431	0.9588423626923098	0.49706393937016835
3.6869592964824123	1.0	1.0	1.0	1.0	1.0	0.9999999999957303	0.9666009029752595	0.5130402123336675
3.7266040201005026	1.0	1.0	1.0	1.0	1.0	0.9999999999996063	0.9732628349875806	0.5292000950035407
3.766248743718593	1.0	1.0	1.0	1.0	1.0	0.9999999999999708	0.9789036103293615	0.5455211690009942
3.8058934673366833	1.0	1.0	1.0	1.0	1.0	0.9999999999999983	0.9836090592668422	0.5619791886344808
3.845538190954774	1.0	1.0	1.0	1.0	1.0	0.9999999999999999	0.9874724323072268	0.5785480969074173
3.8851829145728645	1.0	1.0	1.0	1.0	1.0	1.0	0.9905912357105823	0.5952000600642859
3.924827638190955	1.0	1.0	1.0	1.0	1.0	1.0	0.9930640336337861	0.6119055224869183
3.964472361809045	1.0	1.0	1.0	1.0	1.0	1.0	0.994987396411783	0.6286332836765134
4.0041170854271355	1.0	1.0	1.0	1.0	1.0	1.0	0.9964531656976121	0.64535059893151
4.043761809045226	1.0	1.0	1.0	1.0	1.0	1.0	0.9975461824777361	0.6620233051505497
4.083406532663317	1.0	1.0	1.0	1.0	1.0	1.0	0.9983425850787855	0.6786159729475911
4.123051256281407	1.0	1.0	1.0	1.0	1.0	1.0	0.9989087349818482	0.6950920859576735
4.162695979899498	1.0	1.0	1.0	1.0	1.0	1.0	0.9993007740715999	0.7114142478326833
4.202340703517588	1.0	1.0	1.0	1.0	1.0	1.0	0.9995647643686751	0.7275444169741623
4.2419854271356785	1.0	1.0	1.0	1.0	1.0	1.0	0.9997373168046483	0.743444168523915
4.281630150753769	1.0	1.0	1.0	1.0	1.0	1.0	0.9998465845522357	0.7590749825345333
4.321274874371859	1.0	1.0	1.0	1.0	1.0	1.0	0.9999134820692663	0.7743985565754632
4.36091959798995	1.0	1.0	1.0	1.0	1.0	1.0	0.9999529938995948	0.7893771403037109
4.400564321608041	1.0	1.0	1.0	1.0	1.0	1.0	0.9999754551796493	0.8039738887533747
4.440209045226131	1.0	1.0	1.0	1.0	1.0	1.0	0.9999877142710635	0.8181532302907322
4.4798537688442215	1.0	1.0	1.0	1.0	1.0	1.0	0.999994121286187	0.8318812443618457
4.519498492462311	1.0	1.0	1.0	1.0	1.0	1.0	0.9999973187881488	0.8451260433524235
4.559143216080402	1.0	1.0	1.0	1.0	1.0	1.0	0.9999988380387834	0.8578581521141857
4.598787939698493	1.0	1.0	1.0	1.0	1.0	1.0	0.9999995231081891	0.870050878021549
4.638432663316583	1.0	1.0	1.0	1.0	1.0	1.0	0.9999998152953209	0.8816806638436803
4.678077386934674	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999327445139	0.8927274152888195
4.717722110552764	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999770689096	0.9031747948400262
4.757366834170854	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999927102821	0.9130104734929889
4.797011557788945	1.0	1.0	1.0	1.0	1.0	1.0	0.999999997849167	0.9222263322628439
4.836656281407035	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999994138554	0.9308186058780124
4.876301005025126	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999998532224	0.9387879619462111
4.915945728643217	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999664122	0.9461395100710416
4.955590452261307	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999930174	0.9528827369127572
4.995235175879397	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999986894	0.9590313650031049
5.034879899497487	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999997794	0.9646031352022711
5.074524623115578	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999669	0.9696195149670498
5.114169346733669	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999957	0.9741053370051371
5.153814070351759	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999994	0.9780883753248466
5.1934587939698496	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.981598868041624
5.2331035175879395	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9846689984517802
5.27274824120603	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.987332347705588
5.312392964824121	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9896233337864521
5.352037688442211	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9915766523237324
5.391682412060302	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9932267349499315
5.4313271356783925	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9946072404058222
5.470971859296482	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9957505923861389
5.510616582914573	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9966875762345876
5.550261306532663	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9974470041176272
5.589906030150754	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9980554553542671
5.629550753768845	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9985370953156217
5.669195477386935	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9989135729238706
5.708840201005025	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999203993481498
5.748484924623115	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9994249605530051
5.788129648241206	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9995906780886872
5.827774371859297	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9997131020739993
5.867419095477387	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9998021298092118
5.907063819095478	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999865814513924
5.946708542713568	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999105932880645
5.986353266331658	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999415174638482
6.025997989949749	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999962475920005
6.065642713567839	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999764038332875
6.10528743718593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999854714288522
6.144932160804021	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999912493796094
6.1845768844221105	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999948494352984
6.224221608040201	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999997040510826
6.263866331658292	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999983417508415
6.303511055276382	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999990949812223
6.343155778894473	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999995194691436
6.382800502512563	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999997520875137
6.4224452261306535	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999999875885689
6.462089949748744	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999397858149
6.501734673366834	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999717310625
6.541379396984925	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999871765181
6.581024120603015	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999943880874
6.620668844221106	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999976345368
6.6603135678391965	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999990413027
6.699958291457286	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999999999627065
6.739603015075377	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999999999861017
6.779247738693468	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999504753
6.818892462311558	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999831605
6.858537185929649	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999945479
6.898181909547739	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999983229
6.937826633165829	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999995111
6.97747135678392	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999998652
7.01711608040201	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999649
7.056760804020101	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999915
7.096405527638191	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999999999999998
7.136050251256282	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999996
7.175694974874372	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999999
7.215339698492462	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.254984422110553	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.294629145728644	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.334273869346734	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.3739185929648245	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.4135633165829145	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.453208040201005	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.492852763819096	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.532497487437186	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.572142211055277	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.611786934673367	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.651431658291457	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.691076381909548	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.730721105527638	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.770365829145729	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.81001055276382	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.84965527638191	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.8893	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
