"time [h]"	"Idle rep 1"	"Idle rep 2"	"Idle rep 3"	"Idle rep 4"	"Idle rep 5"	"Idle rep 6"			"Agitated rep 1"	"Agitated rep 2"	"Agitated rep 3"
22.55556									0.454345596	0.871496	0.960754
22.61194									0.63022131	0.797501	0.770416
22.66833									0.498314524	0.698841	0.851989
22.72472									0.615565001	0.156211	0.77948
22.78111									0.447017441	0.616624	1.087646
22.8375									0.520298989	0.616624	1.087646
22.89389									0.447017441	0.542629	1.16922
22.95028									0.461673751	0.822166	0.788543
23.00667									0.410376667	0.830387	0.997009
23.06306									0.718159168	0.633067	1.069519
23.11944									0.637549465	0.723506	0.480377
23.17583									0.271141727	0.468634	1.241729
23.23222									0.469001905	0.633067	0.797607
23.28861									0.586252382	0.698841	0.788543
23.345									0.923347501	0.567294	0.969818
23.40139									0.227172798	0.698841	0.906372
23.45778									0.49098637	0.698841	0.888244
23.51417									0.278469881	0.633067	0.77948
23.57056									0.549611608	0.443969	0.997009
23.62694									0.388392203	0.353531	0.897308
23.68333									0.622893156	0.476856	1.223602
23.73972									0.505642679	0.279536	1.042328
23.79611									0.96731643	0.353531	0.661651
23.8525									0.183203869	0.287758	0.842926
23.90889									0.425032977	0.501521	1.132965
23.96528									0.718159168	0.337088	0.924499
24.02167									0.410376667	0.460413	0.734161
24.07806									0.512970834	0.501521	0.770416
24.13444									0.469001905	0.443969	0.63446
24.19083									0.49098637	0.320645	0.806671
24.24722									0.359079584	0.715284	0.38974
24.30361									0.49098637	0.312423	0.435058
24.36									0.63022131	0.468634	0.797607
24.41639									0.219844643	0.846831	0.661651
24.47278									0.359079584	0.526186	0.534759
24.52917									0.608236846	0.435748	0.697906
24.58556									0.234500953	0.616624	0.516632
24.64194									0.197860179	0.411083	0.806671
24.69833									0	0.419304	0.679779
24.75472									0.483658215	0.526186	0.480377
24.81111									0.329766965	0.139768	0.46225
24.8675									0.139234941	0.337088	0.407867
24.92389									0.469001905	0.271315	0.806671
24.98028									0.359079584	0.386418	0.280975
25.03667									0.256485417	0.411083	0.453186
25.09306									0.3077825	0.213763	0.353485
25.14944									0.410376667	0.460413	0.253784
25.20583									0.036640774	0.460413	0.326294
25.26222									0.498314524	0.608403	0.290039
25.31861									0.461673751	0.189098	0.172211
25.375									0.337095119	0.608403	0.453186
25.43139									0.124578631	0.674176	0.407867
25.48778									0.124578631	0.443969	0.045319
25.54417									0.285798036	0.386418	0.018127
25.60056									0.227172798	0.616624	0.154083
25.65694									0.483658215	0.682397	0.425995
25.71333									0.432361131	0.567294	0.344421
25.76972									0.549611608	0.337088	0.172211
25.82611									0.864722263	0.698841	0.589142
25.8825									0.432361131	0.567294	0.643524
25.93889									0.725487322	0.164433	0.335358
25.99528									0.681518394	0.394639	0.507568
26.05167									0.505642679	0.476856	0.262848
26.10806									0.447017441	0.493299	0.398804
26.16444									0.534955298	0.378196	0.126892
26.22083									0.762128096	0.411083	0.797607
26.27722									0.395720358	0.600181	0.652588
26.33361									0.447017441	0.312423	0.489441
26.39									0.578924227	0.583738	0.090637
26.44639									0.886706727	0.254871	0.534759
26.50278									0.79876887	0.600181	0.344421
26.55917									1.172504763	0.665954	0.444122
26.61556									0.64487762	0.608403	0.435058
26.67194									0.652205775	0.419304	0.435058
26.72833									1.018613513	0.34531	0.561951
26.78472									0.930675656	0.608403	0.489441
26.84111									0.593580536	0.657732	0.444122
26.8975									0.754799941	0.485078	0.045319
26.95389									1.077238751	0.559073	0.444122
27.01028									0.857394108	0.517964	0.761352
27.06667									1.003957204	0.312423	0.416931
27.12306									1.282427085	0.427526	0.290039
27.17944									0.923347501	0.287758	0.181274
27.23583									0.974644584	0.402861	0.190338
27.29222									0.64487762	0.756392	0.290039
27.34861									1.025941668	0.616624	0.38974
27.405									0.791440715	0.698841	0.561951
27.46139									0.828081489	0.189098	0.625397
27.51778									1.084566906	0.879717	0.380676
27.57417									0.901363037	0.435748	0.444122
27.63056									0.703502858	1.052372	0.661651
27.68694									0.901363037	0.542629	0
27.74333									0.542283453	0.304201	0.498504
27.79972									0.564267917	0.674176	0.380676
27.85611									0.974644584	0.739949	0.154083
27.9125									0.652205775	0.723506	0.498504
27.96889									0.901363037	0.674176	0.425995
28.02528									0.681518394	0.600181	0.607269
28.08167									0.835409644	0.254871	0.045319
28.13806									0.96731643	0.526186	0.425995
28.19444									1.018613513	0.904382	0.70697
28.25083									0.696174703	0.526186	0.525696
28.30722									0.762128096	0.517964	0.344421
28.36361									0.916019346	0.707062	0.299103
28.42									1.047926132	0.485078	0.31723
28.47639									0.857394108	0.443969	0.489441
28.53278									0.710831013	0.34531	0.46225
28.58917									0.945331965	0.29598	0.444122
28.64556									0.710831013	0.616624	0.31723
28.70194									0.740143632	0.871496	0.425995
28.75833									1.040597977	0	0.190338
28.81472									1.231130001	0.378196	0.362549
28.87111									0.974644584	0.665954	0.38974
28.9275									0.894034882	0.781057	0.571014
28.98389									1.040597977	0.929047	0.688843
29.04028									1.150520299	0.369975	0.425995
29.09667									1.194489228	0.731727	1.123901
29.15306									1.304411549	0.526186	0.561951
29.20944									1.062582442	0.731727	0.398804
29.26583									1.12120768	0.476856	0.987945
29.32222									1.172504763	0.550851	0.453186
29.37861									1.040597977	0.649511	0.987945
29.435									0.96731643	0.361753	0.344421
29.49139									1.179832918	0.452191	0.824798
29.54778									1.025941668	0.929047	0.70697
29.60417									1.172504763	0.789279	0.697906
29.66056									1.150520299	0.583738	0.969818
29.71694									1.143192144	0.591959	0.679779
29.77333									1.113879525	0.591959	0.398804
29.82972									0.696174703	0.460413	0.734161
29.88611									1.333724168	0.600181	0.163147
29.9425									1.201817382	0.649511	0.879181
29.99889									0.857394108	0.887939	1.087646
30.05528									1.253114466	0.879717	0.797607
30.11167									0.857394108	0.846831	0.879181
30.16806									1.187161073	0.871496	0.752289
30.22444									1.172504763	1.035929	0.897308
30.28083									1.531584347	0.937269	1.051391
30.33722									1.524256192	0.961934	1.187347
30.39361									1.231130001	0.879717	0.743225
30.45									1.128535835	0.838609	0.752289
30.50639									1.421662026	0.846831	0.933563
30.56278									1.538912502	0.978377	0.480377
30.61917									1.333724168	1.068815	1.504577
30.67556									1.326396013	1.151032	0.598205
30.73194									1.436318335	0.929047	1.241729
30.78833									1.568225121	1.019485	0.842926
30.84472									1.304411549	0.953712	1.368621
30.90111									1.42899018	0.838609	1.423004
30.9575									1.42899018	1.077037	1.114837
31.01389									1.377693097	0.879717	1.196411
31.07028									1.773413454	0.723506	1.16922
31.12667									1.648834823	1.233248	1.359558
31.18306									1.810054228	1.43879	1.214538
31.23944									1.714788216	0.986599	1.314239
31.29583									1.934632859	1.060594	1.359558
31.35222									1.912648395	0.822166	1.586151
31.40861									1.722116371	1.323687	1.114837
31.465									1.795397919	1.414125	1.323303
31.52139									2.059211491	1.463455	1.314239
31.57778									1.216473692	1.183918	1.685852
31.63417									1.648834823	1.126367	0.969818
31.69056									1.648834823	1.348352	1.785552
31.74694									1.619522204	1.397681	1.631469
31.80333									1.971273633	1.381238	1.187347
31.85972									1.736772681	1.035929	1.513641
31.91611									1.465630954	0.920825	0.815735
31.9725									2.154477503	1.167475	1.277984
32.02889									1.802726074	1.274357	1.078582
32.08528									2.205774586	1.216805	1.350494
32.14167									1.648834823	1.060594	1.277984
32.19806									1.502271728	1.315465	0.960754
32.25444									2.301040598	1.126367	1.432067
32.31083									1.90532024	1.315465	0.598205
32.36722									1.91997655	0.904382	1.404876
32.42361									1.897992086	1.447011	1.613342
32.48									1.927304705	1.027707	1.350494
32.53639									1.861351312	1.200362	1.703979
32.59278									1.590209585	1.24147	1.459259
32.64917									1.927304705	1.364795	2.0484
32.70556									1.678147442	1.035929	1.205474
32.76194									1.692803752	1.562115	1.948699
32.81833									1.927304705	1.455233	1.80368
32.87472									1.407005716	1.167475	1.73117
32.93111									1.91997655	1.331908	1.694915
32.9875									1.692803752	1.2908	1.848998
33.04389									1.744100835	1.381238	2.012145
33.10028									2.044555181	1.455233	1.939636
33.15667									2.037227026	1.216805	1.912444
33.21306									1.795397919	1.693661	2.0484
33.26944									1.604865895	1.373017	2.039337
33.32583									1.560896966	1.668996	1.713043
33.38222									1.861351312	1.414125	2.003082
33.43861									2.044555181	1.734769	1.73117
33.495									2.586838634	1.430568	1.776489
33.55139									2.594166789	1.447011	2.356567
33.60778									2.630807563	1.216805	1.848998
33.66417									2.557526015	1.34013	1.640533
33.72056									2.733401729	1.504563	1.867126
33.77694									2.616151253	1.405903	1.785552
33.83333									2.462260003	1.512785	1.885253
33.88972									2.498900777	1.233248	1.65866
33.94611									2.484244467	1.381238	1.740234
34.0025									2.777370658	1.58678	1.830871
34.05889									2.945918218	1.718326	1.73117
34.11528									2.70408911	1.685439	1.48645
34.17167									2.777370658	1.200362	1.404876
34.22806									2.689432801	1.553893	1.450195
34.28444									2.557526015	1.734769	0.625397
34.34083									2.447603693	1.504563	1.015136
34.39722									2.814011432	1.63611	0.815735
34.45361									2.792026968	1.24147	0.616333
34.51									2.945918218	1.677218	0.697906
34.56639									2.748058039	1.48812	1.232666
34.62278									2.469588158	1.825208	0.815735
34.67917									2.960574527	1.718326	1.277984
34.73556									2.520885241	1.545671	1.368621
34.79194									2.755386194	2.228069	0.997009
34.84833									2.879964825	1.734769	0.987945
34.90472									3.099809468	1.751213	0.63446
34.96111									3.326982266	1.792321	0.670715
35.0175									3.290341492	2.030749	0.879181
35.13028									3.202403635	1.751213	1.069519
35.18667									3.099809468	1.652553	1.09671
35.24306									2.87263667	2.088301	0.997009
35.29944									3.121793932	2.170517	0.879181
35.35583									2.762714349	1.521006	0.933563
35.41222									3.224388099	2.178739	1.178283
35.46861									2.806683277	2.104744	1.296112
35.525									3.011871611	2.367837	1.549896
35.58139									2.87263667	2.080079	1.09671
35.63778									3.19507548	2.022527	1.423004
35.69417									3.136450242	2.499383	0.833862
35.75056									3.121793932	2.162295	1.549896
35.80694									3.217059944	2.170517	0.670715
35.86333									3.121793932	2.252734	1.441131
35.91972									3.129122087	1.964976	1.060455
35.97611									3.51751429	2.071857	1.268921
36.0325									3.20973179	2.655595	0.960754
36.08889									3.297669647	2.170517	1.323303
36.14528									3.334310421	2.18696	1.350494
36.20167									3.121793932	1.644331	0.915436
36.25806									3.239044409	2.310285	1.069519
36.31444									3.048512385	2.137631	1.667724
36.37083									2.960574527	2.598043	1.368621
36.42722									3.312325956	2.343172	1.513641
36.48361									3.033856075	2.071857	1.649597
36.54									3.297669647	2.302064	1.568023
36.59639									3.261028873	1.973197	1.368621
36.65278									2.975230837	2.219847	1.232666
36.70917									3.261028873	2.145852	1.821807
36.76556									3.752015243	2.080079	1.178283
36.82194									3.510186135	2.565157	1.042328
36.87833									3.158434706	2.376059	1.277984
36.93472									3.246372563	1.866316	1.622406
36.99111									3.107137623	2.507605	1.069519
37.0475									3.099809468	2.195182	1.468322
37.10389									3.224388099	2.096522	1.432067
37.16028									3.495529826	2.310285	1.404876
37.21667									3.627436611	2.400724	1.767425
37.27306									3.532170599	2.417167	1.350494
37.32944									3.458889052	2.129409	1.178283
37.38583									3.246372563	2.48294	1.785552
37.44222									3.173091016	2.48294	1.631469
37.49861									3.173091016	2.096522	1.549896
37.555									3.407591968	2.376059	1.568023
37.61139									3.436904587	2.28562	1.359558
37.66778									3.356294885	2.499383	1.649597
37.72417									3.847281255	2.211625	1.87619
37.78056									3.605452147	2.606265	1.631469
37.83694									3.612780302	2.318507	1.631469
37.89333									3.554155064	2.302064	1.776489
37.94972									3.429576433	2.170517	1.34143
38.00611									3.36362304	2.474718	1.758361
38.0625									3.546826909	2.441832	1.912444
38.11889									3.356294885	2.392502	1.966827
38.17528									3.50285798	2.515827	1.48645
38.23167									3.583467683	2.5816	1.305175
38.28806									3.239044409	2.441832	1.749298
38.34444									4.103766672	2.022527	1.350494
38.40083									3.642092921	2.318507	1.767425
38.45722									3.436904587	2.408945	1.577087
38.51361									3.51751429	2.524048	1.649597
38.57									3.708046314	2.491162	1.794616
38.62639									3.590795838	2.639152	1.830871
38.68278									3.642092921	2.400724	1.867126
38.73917									3.649421076	2.515827	1.703979
38.79556									3.781327862	2.088301	1.749298
38.85194									3.444232742	2.080079	1.848998
38.90833									3.971859886	2.515827	2.420013
38.96472									3.67140554	2.803585	1.522705
39.02111									3.99384435	2.721368	1.894317
39.0775									3.539498754	2.704925	1.640533
39.13389									3.803312326	2.556935	1.631469
39.19028									3.642092921	2.450053	1.749298
39.24667									3.700718159	2.861136	1.921508
39.30306									3.524842445	2.359615	1.767425
39.35944									3.964531731	2.844693	1.595214
39.41583									3.927890957	2.507605	1.975891
39.47222									4.00850066	2.672038	2.184356
39.52861									4.118422981	2.811806	2.111846
39.585									4.1477356	2.894023	2.075591
39.64139									3.583467683	2.425388	2.274993
39.69778									4.206360838	2.326729	1.830871
39.75417									3.854609409	2.721368	2.36563
39.81056									3.957203576	2.894023	2.175292
39.86694									4.389564708	2.622708	2.356567
39.92333									4.206360838	2.992683	2.302184
39.97972									4.30162685	2.762476	1.994018
40.03611									3.810640481	3.222889	2.429076
40.0925									3.854609409	2.787141	1.722106
40.14889									3.795984171	2.392502	2.175292
40.20528									4.045141433	2.959796	2.265929
40.26167									3.678733695	2.968018	1.939636
40.31806									3.957203576	2.926909	1.794616
40.37444									3.737358933	2.556935	2.465331
40.43083									3.832624945	2.844693	2.36563
40.48722									4.081782207	2.811806	1.975891
40.54361									3.678733695	2.754255	2.347503
40.6									3.876593874	2.959796	2.465331
40.65639									4.155063755	2.53227	2.247802
40.71278									4.081782207	2.746033	2.347503
40.76917									3.883922028	2.885801	1.821807
40.82556									3.649421076	2.754255	1.839935
40.88194									4.111094826	2.803585	1.867126
40.93833									3.847281255	2.836471	2.066528
40.99472									4.015828814	2.869358	2.447204
41.05111									3.898578338	2.458275	2.565032
41.1075									4.059797743	2.861136	2.148101
41.16389									4.1477356	3.025569	2.374694
41.22028									3.935219112	3.132451	2.247802
41.27667									3.861937564	3.190002	2.329376
41.33306									3.920562802	2.803585	2.075591
41.38944									3.971859886	2.762476	2.519714
41.44583									3.891250183	2.926909	2.574096
41.50222									4.235673457	2.713146	2.410949
41.55861									4.184376374	3.173559	2.429076
41.615									4.118422981	2.894023	2.211547
41.67139									3.971859886	2.589822	2.882262
41.72778									4.001172505	2.672038	2.846007
41.78417									4.133079291	2.894023	2.36563
41.84056									3.759343397	2.491162	2.528777
41.89694									4.433533636	2.885801	2.918517
41.95333									4.228345303	2.688481	2.673797
42.00972									4.140407445	2.614487	2.220611
42.06611									4.272314231	2.861136	2.58316
42.1225									4.528799648	3.000904	3.262938
42.17889									4.712003518	2.441832	2.764434
42.23528									4.580096732	2.803585	2.963836
42.29167									4.594753041	3.239332	3.317321
42.34806									4.858566613	2.852915	3.253875
42.40444									4.646050125	2.959796	2.963836
42.46083									4.763300601	3.124229	3.208556
42.51722									4.646050125	3.346214	2.764434
42.57361									4.565440422	2.770698	2.927581
42.63									4.594753041	3.083121	3.444213
42.68639									4.799941375	3.074899	2.818816
42.74278									4.477502565	3.305106	3.308257
42.79917									4.865894768	3.017348	3.181365
42.85556									4.528799648	2.918688	2.773498
42.91194									4.814597684	3.083121	2.991027
42.96833									4.418877327	2.87758	3.253875
43.02472									4.785285065	3.198224	3.317321
43.08111									4.587424886	2.869358	3.417022
43.1375									4.352923934	3.411987	3.652678
43.19389									5.159020959	3.148894	3.471404
43.25028									4.477502565	3.148894	3.507659
43.30667									5.005129708	3.337992	3.335448
43.36306									4.719331672	3.198224	3.398894
43.41944									4.550784113	3.181781	3.634551
43.47583									4.602081196	3.173559	3.317321
43.53222									4.528799648	3.157116	3.317321
43.58861									4.697347208	3.181781	3.163238
43.645									4.785285065	3.247554	3.208556
43.70139									4.763300601	3.337992	3.471404
43.75778									5.034442327	3.247554	3.661742
43.81417									4.506815184	3.436652	3.46234
43.87056									4.975817089	3.066678	3.843016
43.92694									5.10039572	3.387322	3.126983
43.98333									4.990473399	3.370879	3.516723
44.03972									5.107723875	3.305106	3.444213
44.09611									4.411549172	3.411987	3.625487
44.1525									4.96116078	3.255776	3.199492
44.20889									5.041770482	3.074899	3.498595
44.26528									4.887879232	3.346214	3.616423
44.32167									5.071083101	3.305106	3.824889
44.37806									4.755972446	3.346214	3.679869
44.43444									4.682690898	3.313327	3.716124
44.49083									4.616737505	3.453095	3.444213
44.54722									4.887879232	3.609307	3.725188
44.60361									4.448189946	3.62575	3.498595
44.66									4.924520006	3.436652	3.453277
44.71639									4.821925839	3.469539	3.634551
44.77278									4.865894768	3.510647	4.033354
44.82917									4.80726953	3.72441	3.643615
44.88556									4.975817089	3.601085	3.598296
44.94194									5.063754947	3.420209	3.697997
44.99833									5.232302506	3.296884	4.404967
45.05472									5.144364649	3.354436	3.788634
45.11111									5.012457863	3.749075	3.571105
45.1675									5.019786018	3.740853	4.450286
45.22389									4.770628756	3.8724	3.9971
45.28028									4.741316137	3.72441	3.906462
45.33667									5.181005423	3.52709	4.142119
45.39306									5.232302506	3.231111	3.915526
45.44944									5.129708339	3.559977	4.477477
45.50583									4.873222922	3.132451	3.797698
45.56222									4.917191851	3.535312	3.308257
45.61861									4.865894768	3.781962	4.096801
45.675									4.814597684	3.444874	3.806762
45.73139									5.093067566	3.403766	4.114928
45.78778									5.210318042	3.469539	3.625487
45.84417									4.851238458	3.461317	3.988036
45.90056									4.953832625	3.494204	4.006163
45.95694									5.078411256	3.444874	4.24182
46.01333									5.012457863	3.502425	4.332457
46.06972									4.887879232	3.658637	4.24182
46.12611									4.821925839	3.905287	4.214629
46.1825									4.77795691	3.239332	4.450286
46.23889									5.202989887	3.444874	4.432158
46.29528									5.166349113	3.551755	4.214629
46.35167									5.210318042	3.47776	4.196501
46.40806									5.488787923	3.633972	4.577178
46.46444									5.466803459	3.790183	4.414031
46.52083									5.151692804	3.987503	4.622496
46.57722									5.173677268	3.691523	4.006163
46.63361									5.298255899	3.691523	3.879271
46.69									5.723288876	3.62575	4.033354
46.74639									5.276271435	3.781962	4.142119
46.80278									5.701304412	3.543534	4.105864
46.85917									5.027114173	3.535312	4.595305
46.91556									5.298255899	3.617529	4.151183
46.97194									5.093067566	3.633972	4.24182
47.02833									5.342224828	4.003946	3.725188
47.08472									5.071083101	3.979281	3.770507
47.14111									5.378865602	3.905287	4.477477
47.1975									5.628022864	3.938173	4.078673
47.25389									5.327568518	3.798405	4.060546
47.31028									5.371537447	3.765518	4.994109
47.36667									5.452147149	3.716188	4.223693
47.42306									5.290927744	3.707967	4.577178
47.47944									5.364209292	4.316369	4.060546
47.53583									5.6060384	4.06972	4.187438
47.59222									5.349552983	3.749075	4.513732
47.64861									5.708632566	3.707967	4.386839
47.705									5.137036494	4.234153	4.740324
47.76139									5.320240363	3.716188	4.667815
47.81778									5.503444233	4.184823	4.341521
47.87417									5.43749084	4.086163	4.63156
47.93056									5.796570424	3.864178	4.423094
47.98694									5.393521911	3.987503	4.278075
48.04333									5.122380185	3.420209	4.803771
48.09972									5.635351019	3.855957	4.423094
48.15611									5.42283453	3.897065	4.477477
48.2125									5.518100542	4.160158	4.522795
48.26889									6.045727686	4.012168	4.504668
48.32528									5.400850066	4.02039	4.604369
48.38167									5.613366554	4.16838	4.966917
48.43806									5.554741316	3.962838	4.368712
48.49444									5.532756852	4.077941	4.803771
48.55083									5.42283453	3.658637	4.840025
48.60722									5.444818995	4.225931	4.740324
48.66361									5.877180126	4.012168	4.667815
48.72									5.693976257	3.617529	4.640624
48.77639									5.430162685	4.431472	4.63156
48.83278									5.503444233	4.275261	4.966917
48.88917									5.715960721	3.97106	4.586241
48.94556									5.371537447	3.888843	4.513732
49.00194									5.408178221	4.036833	4.894408
49.05833									6.104352924	4.028611	4.649687
49.11472									5.613366554	3.749075	5.184447
49.17111									6.294884948	3.757297	4.740324
49.2275									5.979774293	4.151936	4.939726
49.28389									5.327568518	4.102606	5.510741
49.34028									6.016415067	4.267039	5.26602
49.39667									5.708632566	4.160158	4.885344
49.45306									5.261615125	4.324591	4.994109
49.50944									5.994430602	4.217709	4.713133
49.56583									5.701304412	4.036833	5.247893
49.62222									5.818554888	4.086163	4.722197
49.67861									5.906492745	4.16838	5.220702
49.735									6.2216034	3.954616	4.604369
49.79139									5.540085007	3.979281	4.667815
49.84778									5.987102448	4.086163	4.966917
49.90417									5.774585959	4.275261	5.139128
49.96056									5.723288876	4.505467	4.966917
50.01694									5.650007328	3.987503	4.966917
50.07333									5.664663638	4.349256	5.093809
50.12972									5.921149055	4.431472	5.492613
50.18611									6.258244174	4.308148	4.939726
50.2425									6.199618936	4.456137	5.275084
50.29889									5.833211197	4.439694	4.957854
50.35528									5.906492745	4.16838	5.41104
50.41167									6.148321853	4.225931	5.383848
50.46806									6.016415067	4.415029	5.519804
50.52444									5.635351019	4.480802	5.438231
50.58083									5.840539352	4.217709	5.311339
50.63722									5.891836436	4.349256	4.840025
50.69361									5.891836436	4.110828	5.003172
50.75									5.987102448	4.086163	5.646696
50.80639									5.767257804	4.291704	5.447294
50.86278									5.972446138	4.275261	5.139128
50.91917									6.119009233	4.193044	5.329466
50.97556									6.324197567	4.028611	5.175383
51.03194									6.133665543	4.324591	5.90048
51.08833									5.877180126	4.801447	5.293211
51.14472									5.928477209	4.447916	5.284148
51.20111									6.272900484	4.061498	4.94879
51.2575									5.789242269	4.571241	5.537932
51.31389									6.2216034	4.077941	5.003172
51.37028									6.250916019	4.094385	5.918608
51.42667									5.796570424	4.299926	5.719206
51.48306									5.987102448	4.184823	5.574187
51.53944									6.338853877	3.954616	5.510741
51.59583									6.016415067	4.217709	5.782652
51.65222									5.891836436	4.316369	5.302275
51.70861									6.419463579	4.135493	5.692015
51.765									5.877180126	4.291704	5.528868
51.82139									6.316869412	4.530132	5.764525
51.87778									5.943133519	4.242374	6.036436
51.93417									6.228931555	4.645236	5.701079
51.99056									5.972446138	4.604127	5.510741
52.04694									6.075040305	4.579462	5.673887
52.10333									5.935805364	4.546576	5.782652
52.15972									6.668620841	3.946395	5.601378
52.21611									6.206947091	4.209488	5.818907
52.2725									6.075040305	4.801447	5.374785
52.32889									6.111681079	4.324591	5.719206
52.38528									5.935805364	3.905287	6.000181
52.44167									6.536714055	4.250596	5.637633
52.49806									6.075040305	4.299926	5.773588
52.55444									6.031071376	4.497246	5.574187
52.61083									6.243587865	4.061498	5.90048
52.66722									6.382822805	4.127271	5.592314
52.72361									6.214275245	4.571241	5.927672
52.78									6.514729591	4.620571	5.90048
52.83639									6.089696614	4.480802	8.048582
52.89278									6.053055841	4.620571	7.84918
52.94917									6.23625971	4.702787	8.23892
53.00556									6.23625971	4.563019	8.084836
53.06194									6.412135424	4.579462	7.713224
53.11833									6.448776198	4.365699	7.821989
53.17472									6.192290781	4.694565	8.275174
53.23111									6.412135424	4.472581	8.202665
53.2875									6.309541258	4.250596	7.77667
53.34389									6.016415067	4.439694	8.202665
53.40028									6.419463579	4.595906	7.831052
53.45667									6.097024769	4.785004	8.302366
53.51306									6.40480727	4.225931	7.767606
53.56944									6.382822805	4.497246	7.586332
53.62583									6.668620841	4.431472	8.175474
53.68222									6.71258977	4.521911	7.676969
53.73861									6.727246079	4.382143	8.492704
53.795									6.40480727	4.776782	8.383939
53.85139									6.485416972	4.620571	7.577268
53.90778									6.111681079	4.480802	8.247983
53.96417									6.199618936	4.472581	7.794797
54.02056									6.426791734	5.056318	8.066709
54.07694									6.37549465	4.875442	8.275174
54.13333									6.331525722	4.390364	8.211728
54.18972									6.478088817	4.776782	8.474576
54.24611									6.456104353	4.702787	8.365812
54.3025									6.37549465	4.735674	8.338621
54.35889									6.947090723	5.080983	8.130155
54.41528									6.360838341	4.595906	8.528959
54.47167									6.522057746	5.031653	8.220792
54.52806									6.441448043	4.974102	8.157346
54.58444									6.23625971	4.702787	8.420194
54.64083									6.302213103	5.080983	8.374875
54.69722									6.514729591	4.941215	8.0939
54.75361									6.522057746	4.76856	8.710233
54.81									6.551370365	5.006988	8.438321
54.86639									6.492745127	4.86722	8.48364
54.92278									6.382822805	4.776782	8.846189
54.97917									6.37549465	5.171422	8.365812
55.03556									6.617323758	4.76856	8.492704
55.09194									6.807855782	5.06454	8.80087
55.14833									6.961747032	4.974102	8.402067
55.20472									6.646636377	4.924772	8.23892
55.26111									6.675948996	5.01521	8.356748
55.3175									6.617323758	5.01521	8.710233
55.37389									6.016415067	4.850777	8.72836
55.43028									6.368166496	5.319411	9.081845
55.48667									6.573354829	5.056318	8.266111
55.54306									6.873809175	5.11387	8.828061
55.59944									6.492745127	5.204308	8.80087
55.65583									6.815183937	4.883664	9.145291
55.71222									6.917778103	4.776782	8.583341
55.76861									7.078997508	5.072762	9.099973
55.825									6.888465484	5.270081	9.090909
55.88139									6.961747032	5.006988	9.072782
55.93778									6.661292687	5.056318	9.235929
55.99417									6.617323758	4.949437	8.646787
56.05056									6.456104353	4.891885	8.664914
56.10694									6.434119889	5.138535	8.646787
56.16333									6.785871318	5.179643	8.882444
56.21972									6.947090723	5.179643	8.619596
56.27611									6.800527627	5.039875	8.501767
56.3325									6.331525722	4.883664	9.127164
