"Time [min]"	"Agitated rep 1"	"Agitated rep 2"	"Agitated rep 3"	"Agitated rep 4"	"Idle rep 1"	"Idle rep 2"	"Idle rep 3"	"Idle rep 4"
1109.33333	0.000699166	0.008775722	0.004965373	0.009761412				
1112	0.000841853	0.009143677	0.003745808	0.011962407				
1114.66667	0.001269914	0.0089597	0.003397361	0.010311661				
1117.33333	0.000841853	0.009879587	0.004442702	0.012237531				
1120	0.000413792	0.008775722	0.003397361	0.011137034				
1122.66667	0.000699166	0.009511632	0.004791149	0.011962407				
1125.33333	0.000699166	0.010431519	0.004442702	0.011962407				
1128	0.001555288	0.011167429	0.004965373	0.013338029				
1130.66667	0.001127227	0.010247542	0.005139597	0.011687283				
1133.33333	0.001840661	0.010799474	0.005488044	0.011962407				
1136	0.001127227	0.010983451	0.00531382	0.012512656				
1138.66667	0.001127227	0.010615496	0.005488044	0.013338029				
1141.33333	0.001555288	0.011535383	0.00531382	0.014163402				
1144	0.001127227	0.011903338	0.006359162	0.014438526				
1146.66667	0.001555288	0.011903338	0.005488044	0.014988775				
1149.33333	0.001697975	0.012823225	0.00531382	0.014438526				
1152	0.001555288	0.012271293	0.005836491	0.014438526				
1154.66667	0.001555288	0.013007203	0.006184938	0.015814148				
1157.33333	0.002126035	0.01319118	0.00531382	0.015539024				
1160	0.002126035	0.014111067	0.006010715	0.016364397				
1162.66667	0.002268722	0.013559135	0.005836491	0.015539024				
1165.33333	0.001983348	0.013559135	0.006707609	0.016089272				
1168	0.001983348	0.014295045	0.006359162	0.017740018				
1170.66667	0.002554096	0.014111067	0.007056056	0.017740018				
1173.33333	0.001127227	0.016134819	0.006184938	0.018015143				
1176	0.002696783	0.015582886	0.006881833	0.016364397				
1178.66667	0.002411409	0.016318796	0.006184938	0.018840516				
1181.33333	0.002268722	0.016502773	0.005662268	0.01911564				
1184	0.002126035	0.017054706	0.00723028	0.01911564				
1186.66667	0.002554096	0.017790615	0.007927175	0.021866884				
1189.33333	0.002554096	0.017238683	0.007927175	0.020491262				
1192	0.002126035	0.017790615	0.008101398	0.022417133				
1194.66667	0.001983348	0.018710502	0.007578727	0.021316635				
1197.33333	0.002696783	0.019262435	0.007752951	0.021866884				
1200	0.002268722	0.020182322	0.00914674	0.02351763				
1202.66667	0.00283947	0.020734254	0.009320963	0.02351763				
1205.33333	0.003410218	0.022206073	0.008972516	0.025993749				
1208	0.00283947	0.022390051	0.009669411	0.024893252				
1210.66667	0.003267531	0.022574028	0.008972516	0.026819122				
1213.33333	0.003410218	0.023493915	0.009669411	0.027644495				
1216	0.003980966	0.024597779	0.010017858	0.02791962				
1218.66667	0.003552905	0.024229825	0.009669411	0.029295241				
1221.33333	0.003410218	0.025149712	0.009669411	0.029570366				
1224	0.003552905	0.027173463	0.010366305	0.029295241				
1226.66667	0.003410218	0.027909373	0.010540529	0.031771361				
1229.33333	0.004409026	0.02809335	0.01158587	0.032321609				
1232	0.003552905	0.029933124	0.0110632	0.034522604				
1234.66667	0.004266339	0.029749147	0.011760094	0.035072853				
1237.33333	0.004551713	0.031588921	0.012456989	0.036998723				
1240	0.004266339	0.032692785	0.012282765	0.036723599				
1242.66667	0.004551713	0.032692785	0.013153883	0.038099221				
1245.33333	0.004551713	0.034164605	0.012631212	0.039749967				
1248	0.004979774	0.035452446	0.01350233	0.039474843				
1250.66667	0.0046944	0.037844153	0.013850777	0.041950962				
1253.33333	0.004551713	0.038580062	0.014547672	0.044702205				
1256	0.004409026	0.039683927	0.014721896	0.04497733				
1258.66667	0.005407835	0.042075633	0.014721896	0.047453449				
1261.33333	0.004837087	0.042811543	0.015244566	0.048829071				
1264	0.005122461	0.045755181	0.015767237	0.051580314				
1266.66667	0.005407835	0.046675068	0.016289908	0.054881807				
1269.33333	0.005550522	0.047594955	0.017857921	0.054056434				
1272	0.005407835	0.049802684	0.017509473	0.058183299				
1274.66667	0.005978583	0.050354616	0.018554815	0.059834045				
1277.33333	0.005978583	0.054770074	0.018554815	0.06203504				
1280	0.005835896	0.056609848	0.019077486	0.064511159				
1282.66667	0.00612127	0.058265645	0.01977438	0.066987278				
1285.33333	0.006834704	0.061025306	0.01977438	0.067812651				
1288	0.007120078	0.06286508	0.020993946	0.072489765				
1290.66667	0.006977391	0.065440764	0.022039287	0.075516133				
1293.33333	0.007120078	0.06783247	0.022561958	0.079642999				
1296	0.007120078	0.070408154	0.022387735	0.081843993				
1298.66667	0.008404261	0.072983838	0.023258853	0.086245983				
1301.33333	0.008832321	0.075743499	0.025001089	0.087071356				
1304	0.007833513	0.078135205	0.025349536	0.094774838				
1306.66667	0.008832321	0.080710889	0.025872207	0.096975833				
1309.33333	0.008975008	0.082918618	0.027614443	0.101102698				
1312	0.010544565	0.087334075	0.028137114	0.105229564				
1314.66667	0.010259191	0.089541804	0.02796289	0.108531056				
1317.33333	0.010116504	0.093589307	0.030227797	0.110456927				
1320	0.010687252	0.097820788	0.031098915	0.115959414				
1322.66667	0.010401878	0.101132381	0.031621586	0.119811155				
1325.33333	0.009973817	0.104627952	0.032841152	0.124213144				
1328	0.011971434	0.106467726	0.034757611	0.13026588				
1330.66667	0.012256808	0.110515229	0.034931835	0.133842497				
1333.33333	0.013398303	0.116034551	0.036674071	0.141821103				
1336	0.012542182	0.119346144	0.038764755	0.148148963				
1338.66667	0.01354099	0.121737851	0.039461649	0.154476824				
1341.33333	0.014539799	0.124865467	0.040332767	0.161905181				
1344	0.01354099	0.134064337	0.04242345	0.169608663				
1346.66667	0.014682486	0.139031727	0.043120345	0.172359907				
1349.33333	0.01496786	0.144919004	0.046779041	0.178962891				
1352	0.016537416	0.14381514	0.047127488	0.185290751				
1354.66667	0.016537416	0.155037761	0.048869724	0.193819606				
1357.33333	0.016537416	0.158349355	0.050960408	0.203173835				
1360	0.017821599	0.160373106	0.052354197	0.206200202				
1362.66667	0.018820407	0.166628338	0.053573762	0.217480301				
1365.33333	0.017678912	0.166812315	0.057058234	0.230411146				
1368	0.02195952	0.170491864	0.05880047	0.23949025				
1370.66667	0.021388772	0.176011186	0.061065377	0.240590747				
1373.33333	0.022815641	0.191281311	0.063330284	0.255722587				
1376	0.021388772	0.193673017	0.065420968	0.249669851				
1378.66667	0.024955945	0.197536543	0.067860098	0.282409649				
1381.33333	0.024955945	0.206551435	0.070299229	0.261500198				
1384	0.025384006	0.234516001	0.074132149	0.309096712				
1386.66667	0.026097441	0.231020431	0.076048608	0.293414623				
1389.33333	0.02895118	0.214094509	0.07901041	0.32285293				
1392	0.027952371	0.243898849	0.082494882	0.345138002				
1394.66667	0.02937924	0.253465674	0.083540224	0.346513624				
1397.33333	0.03080611	0.229732589	0.088070038	0.365772329				
1400	0.031947605	0.23819555	0.092774076	0.359169345				
1402.66667	0.032375666	0.256225336	0.095038983	0.380078796				
1405.33333	0.036941648	0.297252297	0.100091467	0.428775807				
1408	0.035800153	0.310498671	0.102182151	0.419696703				
1410.66667	0.037369709	0.276646828	0.106886188	0.432352423				
1413.33333	0.039795387	0.302219687	0.109325319	0.415569838				
1416	0.046501673	0.299827981	0.114029357	0.460415108				
1418.66667	0.041793004	0.33110414	0.117339605	0.474996699				
1421.33333	0.04150763	0.311602535	0.122914761	0.479673813				
1424	0.047643169	0.308290942	0.12622501	0.470319584				
1426.66667	0.047928542	0.376362583	0.129361035	0.484901175				
1429.33333	0.05035422	0.307922987	0.135807309	0.560835498				
1432	0.047500482	0.364404051	0.142427806	0.541301668				
1434.66667	0.056347072	0.409478516	0.147654515	0.594125545				
1437.33333	0.054349455	0.386849295	0.15322967	0.604305146				
1440	0.058630063	0.384457589	0.158282155	0.532222565				
1442.66667	0.060913054	0.418677386	0.163160416	0.579543954				
1445.33333	0.061483801	0.414077951	0.164902653	0.636219571				
1448	0.0713292	0.421437048	0.170652032	0.634018576				
1450.66667	0.064194853	0.443514336	0.186332157	0.678038473				
1453.33333	0.068475461	0.440202743	0.187029052	0.60458027				
1456	0.073326817	0.46099219	0.189119735	0.666208126				
1458.66667	0.076608617	0.533663266	0.191210419	0.702799665				
1461.33333	0.077179365	0.492636304	0.210897687	0.667033499				
1464	0.080318477	0.448665704	0.205845202	0.687667826				
1466.66667	0.080603851	0.513977684	0.215775948	0.719582251				
1469.33333	0.083885651	0.496683807	0.236160112	0.70307479				
1472	0.086739389	0.605414455	0.226055142	0.681339966				
1474.66667	0.092161493	0.474606518	0.260202971	0.714079764				
1477.33333	0.098867779	0.578369776	0.243129056	0.791114584				
1480	0.091590745	0.542494182	0.277799556	0.855218559				
1482.66667	0.09415911	0.580761482	0.265081232	0.798542941				
1485.33333	0.099438527	0.467247422	0.287207631	0.823579258				
1488	0.100865396	0.515265525	0.295744588	0.780659858				
1490.66667	0.107143622	0.571378635	0.30497844	0.804045429				
1493.33333	0.105003317	0.549117368	0.292260116	0.816426025				
1496	0.10814243	0.600447065	0.314038068	0.805145926				
1498.66667	0.115276777	0.60651832	0.306546452	0.854943434				
1501.33333	0.12911741	0.699794865	0.329021299	0.82055289				
1504	0.126406358	0.634666863	0.35027658	0.943533477				
1506.66667	0.122981872	0.608726048	0.351321922	0.879429502				
1509.33333	0.135110261	0.674773938	0.35219304	0.889058855				
1512	0.128403975	0.690779972	0.389651117	0.886307611				
1514.66667	0.130258905	0.684156786	0.40567969	0.935554871				
1517.33333	0.14495566	0.619396738	0.382159502	0.870625523				
1520	0.157797484	0.652880626	0.426063853	0.905016067				
1522.66667	0.152803442	0.610933777	0.408989939	0.963342431				
1525.33333	0.17805903	0.586096827	0.422927828	0.890434476				
1528	0.151661946	0.682868944	0.410557951	0.906666813				
1530.66667	0.161935406	0.692251791	0.449932488	0.897312585				
1533.33333	0.159224354	0.706969984	0.398013851	0.913269798				
1536	0.168499005	0.629699473	0.420662921	0.942983228				
1538.66667	0.20645373	0.687652356	0.457772551	0.946284721				
1541.33333	0.206739104	0.695747362	0.457772551	0.9980081				
1544	0.168356318	0.66465518	0.496624417	0.921523529				
1546.66667	0.191756976	0.679741328	0.473452677	0.973797156				
1549.33333	0.231423944	0.664471203	0.476937149	0.858795175				
1552	0.189045924	0.792703456	0.472755782	0.999108597				
1554.66667	0.213302703	0.718192606	0.511781872	0.992780737				
1557.33333	0.200032818	0.724631815	0.561261379	0.94243298				
1560	0.181055455	0.715432945	0.558648025	0.87805388				
1562.66667	0.213873451	0.799142665	0.554640882	0.931428005				
1565.33333	0.19946207	0.746709104	0.577638399	0.845314082				
1568	0.237274109	0.81864427	0.538438085	0.952337457				
1570.66667	0.264384627	0.77467367	0.540877216	0.853017564				
1573.33333	0.277369138	0.722424086	0.596454549	0.968844918				
1576	0.240270534	0.792335501	0.590008276	0.930877757				
1578.66667	0.263671192	0.787184134	0.591402065	0.921248404				
1581.33333	0.273516591	0.761243319	0.589834052	0.935279746				
1584	0.310900569	0.790679705	0.591402065	0.989754369				
1586.66667	0.348427233	0.832626553	0.623284986	0.990854866				
1589.33333	0.294348884	0.764554913	0.616490265	0.972971783				
1592	0.311471316	0.790863682	0.655516355	0.970770788				
1594.66667	0.301768605	0.760875365	0.656561697	1.022494167				
1597.33333	0.283504677	0.80024653	0.666666667	1.046429986				
1600	0.298201431	0.816068587	0.705692757	1.028271779				
1602.66667	0.305478465	0.802822213	0.650289647	1.001034468				
1605.33333	0.323171645	0.766210709	0.645585609	1.013415064				
1608	0.337012278	0.826923254	0.645062938	1.012589691				
1610.66667	0.317749542	0.798038801	0.627292129	0.99360611				
1613.33333	0.311899377	0.806685739	0.677642754	0.954813576				
1616	0.390091819	0.862982826	0.665098654	0.995807105				
1618.66667	0.343290503	0.844585085	0.709351453	1.007637452				
1621.33333	0.352422467	0.857463503	0.717191515	1.00626183				
1624	0.339580643	0.826003367	0.690012631	1.028271779				
1626.66667	0.41891458	0.884508182	0.733742759	1.025520535				
1629.33333	0.396370044	0.831154734	0.798553944	1.01699168				
1632	0.390377193	0.846056904	0.788971645	0.995807105				
1634.66667	0.405216634	0.828211096	0.792456117	1.003235462				
1637.33333	0.383100159	0.81938018	0.771549284	1.048355857				
1640	0.458153488	0.819748135	0.764580339	1.006536955				
1642.66667	0.414063225	0.822139841	0.786358291	0.988103623				
1645.33333	0.457297367	0.838513831	0.760573196	0.996082229				
1648	0.431756405	0.837225989	0.802909534	1.007912576				
1650.66667	0.457582741	0.857831458	0.823293697	1.045329489				
1653.33333	0.406500817	0.842929288	0.823990592	1.059360831				
1656	0.412350981	0.843665198	0.852389041	1.022769292				
1658.66667	0.45900961	0.848816565	0.827126617	1.075042919				
1661.33333	0.474562486	0.888371708	0.831482207	1.010113571				
1664	0.417915772	0.869973967	0.819112331	1.06183695				
1666.66667	0.409925303	0.890395459	0.875386559	1.060186204				
1669.33333	0.466857392	0.894810917	0.848904569	1.037626007				
1672	0.521078428	0.880828634	0.858835315	1.039551877				
1674.66667	0.4361797	0.881748521	0.842284072	1.034599639				
1677.33333	0.529496957	0.882852386	0.855873514	1.088799137				
1680	0.479556529	0.866846351	0.852563265	1.090449883				
1682.66667	0.456726619	0.867398283	0.878871031	1.074767795				
1685.33333	0.468855009	0.882668408	0.897164511	1.079995158				
1688	0.477701599	0.891499324	0.902391219	1.071466303				
1690.66667	0.561173457	0.911000929	0.884446187	1.074217546				
1693.33333	0.529496957	0.925351167	0.897687181	1.0940265				
1696	0.538771608	0.881564544	0.90483035	1.07696879				
1698.66667	0.512945272	0.940069359	0.90291389	1.078619536				
1701.33333	0.535061748	0.938965495	0.912496189	1.099253863				
1704	0.583147246	0.942645043	0.907966375	1.043678743				
1706.66667	0.566738248	0.950188117	0.909360164	1.03652551				
1709.33333	0.553182989	0.959570965	0.917548674	1.020568297				
1712	0.5661675	0.944668795	0.905875691	1.010113571				
1714.66667	0.572445725	0.959570965	0.915806438	1.004611084				
1717.33333	0.535061748	0.953683688	0.910405505	0.9550887				
1720	0.525787097	0.945772659	0.912147742	0.943533477				
1722.66667	0.558034345	0.993422808	0.933054576	0.940782234				
1725.33333	0.544193712	0.982936095	0.924343395	0.949861337				
1728	0.639651273	0.984223937	0.922949606	0.956464322				
1730.66667	0.577011707	0.940621292	0.93375147	0.957289695				
1733.33333	0.550757311	0.973921202	0.92556296	0.94243298				
1736	0.605263721	0.962882558	0.922252711	0.93170313				
1738.66667	0.557891658	0.977784728	0.937758613	0.94435885				
1741.33333	0.620959284	0.965274264	0.940197744	0.944909099				
1744	0.610257764	0.949820162	0.931138116	0.940231985				
1746.66667	0.628807066	0.972817338	0.93566793	0.932528503				
1749.33333	0.614823746	0.981280299	0.954309857	0.953713078				
1752	0.65049548	0.99323883	0.946644018	0.936380244				
1754.66667	0.674466886	0.985879734	0.961104578	0.958115068				
1757.33333	0.625097205	0.980912344	0.954309857	0.941607607				
1760	0.607689399	0.979624502	0.96023346	0.949861337				
1762.66667	0.606975964	0.983488028	0.957620105	0.951236959				
1765.33333	0.647927116	0.967665971	0.956574764	0.948210591				
1768	0.65891401	0.977600751	0.967202404	0.946559845				
1770.66667	0.666476417	0.992502921	0.955355198	0.946284721				
1773.33333	0.695299179	0.97980848	0.97469402	0.94435885				
1776	0.634799917	0.986431666	0.96842197	0.949311089				
1778.66667	0.719698645	0.972265406	0.959885012	0.938306114				
1781.33333	0.651494289	0.976496886	0.964414826	0.951787208				
1784	0.686309902	0.997102356	0.961453025	0.961966809				
1786.66667	0.704431143	0.973737225	0.946992465	0.947385218				
1789.33333	0.729115983	0.984223937	0.967028181	0.942983228				
1792	0.731827035	1.019731577	0.956748987	0.950961835				
1794.66667	0.672326582	0.989191327	0.996123525	0.94243298				
1797.33333	0.721410888	0.976312909	0.973126007	0.944909099				
1800	0.701434717	0.977416773	0.974519796	0.950961835				
1802.66667	0.681886607	0.992502921	0.972603336	0.960040939				
1805.33333	0.700863969	0.992686898	0.967376628	0.993881234				
1808	0.67988899	1.008692933	0.975216691	0.944909099				
1810.66667	0.732255096	1.011452594	0.981488741	0.957564819				
1813.33333	0.669758217	1.006669181	0.988631909	0.946559845				
1816	0.765215778	1.014028277	0.982534082	0.946834969				
1818.66667	0.73810526	0.99397474	0.978875387	0.981500638				
1821.33333	0.761791292	1.031690108	0.992987499	0.95068671				
1824	0.668902095	0.997102356	0.980443399	0.957014571				
1826.66667	0.781767463	0.990479169	1.01372011	0.944909099				
1829.33333	0.756797249	0.989559282	0.990199922	0.959215565				
1832	0.765929213	0.995998491	1.011280979	0.962517058				
1834.66667	0.762076666	1.02377908	0.984276319	0.957289695				
1837.33333	0.728687922	0.988087463	0.988109238	0.956464322				
1840	0.721125515	1.023411125	0.99542663	0.958665317				
1842.66667	0.735394208	1.007589068	0.998039984	0.970770788				
1845.33333	0.764787718	0.992318943	0.992116381	0.950961835				
1848	0.730828226	1.007589068	0.992290605	0.952062332				
1850.66667	0.767784143	1.021939306	1.005880047	0.983976757				
1853.33333	0.783622393	0.988639395	0.99925955	0.955363824				
1856	0.761791292	1.015316119	0.98532166	0.978199146				
1858.66667	0.722124323	0.987719508	1.000130668	0.950136462				
1861.33333	0.75537038	1.029666357	0.992987499	0.947110094				
1864	0.802171695	1.033529883	1.007273836	0.966643923				
1866.66667	0.730257479	1.009428842	1.001350233	0.983426509				
1869.33333	0.740816312	1.027090673	0.995775077	0.958115068				
1872	0.775917299	1.001333836	1.003092469	0.960591187				
1874.66667	0.805453495	0.997102356	0.999433773	0.961691685				
1877.33333	0.764502344	1.030954199	1.010758308	0.941057358				
1880	0.822147866	0.996182469	0.992116381	0.943808601				
1882.66667	0.804169312	1.021387374	1.016333464	0.951787208				
1885.33333	0.802171695	1.02451499	1.016333464	0.941607607				
1888	0.827712657	1.009428842	1.01615924	0.960316063				
1890.66667	0.816155015	1.001149859	1.003092469	0.960040939				
1893.33333	0.821149058	0.99820622	1.006054271	1.001584716				
1896	0.862670957	1.035001702	1.01563657	0.973246908				
1898.66667	0.851398689	0.994342695	1.027832223	0.989754369				
1901.33333	0.842694786	1.041440911	1.017378806	0.997732975				
1904	0.868378434	1.020467487	1.010409861	1.002134965				
1906.66667	0.851113315	0.998574175	1.011977874	0.989754369				
1909.33333	0.864668574	1.003541565	0.999607997	1.014515561				
1912	0.856820792	1.019363622	1.013197439	1.019467799				
1914.66667	0.850114506	1.026170786	1.003440916	1.012864815				
1917.33333	0.873657851	1.015132142	1.000827562	1.004886209				
1920	0.872088295	0.995078604	1.015113899	1.021118546				
1922.66667	0.891636405	1.011820548	1.011455203	1.017817053				
1925.33333	0.870804112	1.012188503	1.031142471	1.008187701				
1928	0.843265533	1.012556458	1.02626421	1.013415064				
1930.66667	0.887783858	1.032058063	1.009712967	0.975723027				
1933.33333	0.907331968	1.037025453	1.003963587	1.000209095				
1936	0.865524696	0.998574175	1.018424147	1.002410089				
1938.66667	0.869662617	0.994342695	0.996820419	1.024970287				
1941.33333	0.876939651	0.992870875	1.035846509	0.994156359				
1944	0.909757646	0.987351553	1.017727253	0.9980081				
1946.66667	0.901481804	1.001149859	1.011629426	1.005436457				
1949.33333	0.872373669	1.007957023	1.006576942	1.00433596				
1952	0.87137486	0.997838265	1.026961105	1.004886209				
1954.66667	0.846404646	0.995998491	1.013371663	1.010388696				
1957.33333	0.87836652	1.002437701	1.016681911	1.022769292				
1960	0.861957522	1.000413949	1.029922906	1.020293173				
1962.66667	0.88721311	1.010532707	1.032013589	0.98920412				
1965.33333	0.876796964	0.996182469	1.017553029	1.017266805				
1968	0.867665	1.002989633	1.03445272	1.007912576				
1970.66667	0.898342691	0.991950988	1.043686572	1.008462825				
1973.33333	0.89748657	1.015684074	1.032187813	1.00433596				
1976	0.855821984	1.016603961	1.028354894	1.009288198				
1978.66667	0.898485378	0.987167576	1.020340607	1.003510587				
1981.33333	0.884930119	0.998022243	1.016333464	1.012039442				
1984	0.84155329	1.004829407	1.029400235	0.988103623				
1986.66667	0.92916307	1.010164752	1.022953961	0.986452877				
1989.33333	0.884787432	1.011820548	1.03009713	1.021118546				
1992	0.907331968	1.016236006	0.995252406	1.004060835				
1994.66667	0.868235747	0.998574175	1.014068557	1.009838447				
1997.33333	0.873087103	0.990847124	1.004137811	0.994706607				
2000	0.906761221	0.990111214	1.005705823	1.002685214				
2002.66667	0.893205961	0.984959847	1.039853652	1.006812079				
2005.33333	0.859959905	1.007957023	1.017378806	1.003235462				
2008	0.905334351	1.004829407	1.010932532	1.007637452				
2010.66667	0.893205961	1.00317361	0.998562655	0.991405115				
2013.33333	0.860816027	0.984223937	1.00361514	0.97214641				
2016	0.916321245	1.04935194	1.009712967	0.999383721				
2018.66667	0.879222642	1.027274651	1.003963587	0.989754369				
2021.33333	0.874513973	0.993422808	1.022082843	0.972696659				
2024	0.936868164	0.97336927	1.013197439	0.96774442				
2026.66667	0.898485378	0.98900735	1.001176009	0.962792182				
2029.33333	0.888782666	1.005197362	1.00169868	0.984802131				
2032	0.900054934	0.988455418	1.016333464	0.980675265				
2034.66667	0.872516355	1.000229972	1.005008929	0.981500638				
2037.33333	0.906618534	0.99820622	1.034104273	0.971871286				
2040	0.884930119	0.982752118	1.020340607	0.972696659				
2042.66667	0.884787432		1.023825079					
2045.33333	0.923455592		1.003789364					
2048	0.880649511		1.031316695					
2050.66667	0.91004302		1.019121042					
2053.33333	0.902337925		1.023999303					
2056	0.954989405		1.011629426					
2058.66667	0.990518453		1.018249924					
2061.33333	0.886642362		1.016507688					
2064	0.895346266		1.016507688					
2066.66667	0.921029914		1.018946818					
2069.33333	0.923027531		1.01563657					
2072	0.937296225		1.024696198					
2074.66667	0.876796964		1.027135328					
2077.33333	0.880792198		0.993684394					
2080	0.910756455		1.010409861					
2082.66667	0.895774326		1.016333464					
2085.33333	0.899056126		0.999607997					
2088	0.899198813		1.021734396					
2090.66667	0.870376051		1.027309552					
2093.33333	0.947997746		1.015113899					
2096	0.883788624		1.003963587					
2098.66667	0.860816027		1.008319178					
2101.33333	0.920459167		1.002395575					
2104	0.946570876		1.000827562					
2106.66667	0.906618534		0.997691537					
2109.33333	0.869662617		1.0055316					
2112	0.87465666		1.001524457					
2114.66667	0.878651894		0.996646195					
2117.33333	0.863241705		1.00169868					
2120	0.947855059		0.995252406					
2122.66667	0.866808878		0.997865761					
2125.33333	0.886785049		1.013371663					
2128	0.908758838		1.01615924					
2130.66667	0.893919396		0.994903959					
2133.33333	0.87836652		0.997691537					
2136	0.934870547		1.009016072					
2138.66667	0.890352223		1.002918246					
2141.33333	0.904335543		0.994032841					
2144	0.964692117		1.017030358					
2146.66667	0.893919396		1.003092469					
2149.33333	0.897058509		1.007796507					
2152	0.910185707		1.009364519					
2154.66667	0.882647128		1.022779738					
2157.33333	0.898628065		0.984973213					
2160	0.880506824		0.998911102					
2162.66667	0.893776709		0.994729736					
2165.33333	0.857962288		1.002047127					
2168	0.93986459		0.988631909					
2170.66667	0.941148773		1.000827562					
2173.33333	0.903622108		0.987760791					
2176	0.9277362		0.99734309					
2178.66667	0.932444869		0.984276319					
2181.33333	0.88906804		0.998736879					
2184	0.901624491		0.992639052					
2186.66667	0.874228599		0.993858618					
2189.33333	0.893348648		1.016681911					
2192	0.928735009		1.004486258					
2194.66667	0.912754072							
2197.33333	0.909900333							
2200	0.887070423							
2202.66667	0.886785049							
2205.33333	0.923027531							
2208	0.922456784							
2210.66667	0.942575642							
2213.33333	0.941006086							
2216	0.926452018							
2218.66667	0.948140432							
2221.33333	0.962123752							
2224	1.002646843							
2226.66667	0.923027531							
2229.33333	0.989519644							
2232	0.882647128							
2234.66667	0.896345074							
2237.33333	0.954275971							
2240	0.945286694							
2242.66667	0.934870547							
2245.33333	0.938723095							
2248	0.933871739							
2250.66667	0.947712372							
2253.33333	0.963693309							
2256	0.94314639							
2258.66667	0.944430572							
2261.33333	0.961553005							
2264	0.957843144							
2266.66667	0.94685625							
2269.33333	0.930019191							
2272	0.930161878							
2274.66667	0.948568493							
2277.33333	0.948568493							
2280	0.950851484							
2282.66667	0.949424615							
2285.33333	0.932444869							
2288	0.924169027							
2290.66667	0.944145198							
2293.33333	0.96783123							
2296	0.953277162							
2298.66667	0.985381723							
2301.33333	0.960554196							
2304	0.944287885							
2306.66667	0.954704032							
2309.33333	0.969971534							
2312	0.949567302							
2314.66667	0.998651608							
2317.33333	0.926309331							
2320	0.95056611							
2322.66667	0.967260482							
2325.33333	0.94314639							
2328	0.94171952							
2330.66667	0.959698074							
2333.33333	0.965405552							
2336	0.970256908							
2338.66667	0.928592322							
2341.33333	1.005785955							
2344	0.944002511							
2346.66667	0.950708797							
2349.33333	0.961124944							
2352	0.94171952							
2354.66667	0.953705223							
2357.33333	0.98880621							
2360	0.97995962							
2362.66667	0.970399595							
2365.33333	0.978247376							
2368	0.961695692							
2370.66667	0.953990597							
2373.33333	0.96783123							
2376	0.958271205							
2378.66667	0.982956045							
2381.33333	0.946285502							
2384	0.971826464							
2386.66667	0.926023957							
2389.33333	0.960696883							
2392	0.968830038							
2394.66667	0.963835996							
2397.33333	0.947426998							
2400	0.975536325							
2402.66667	0.964692117							
2405.33333	0.979531559							
2408	0.963265248							
2410.66667	0.972682586							
2413.33333	0.95755777							
2416	0.961695692							
2418.66667	0.992230696							
2421.33333	1.003360277							
2424	0.972254525							
2426.66667	0.978247376							
2429.33333	0.984382915							
2432	1.018057032							
2434.66667	0.952706414							
2437.33333	0.984953662							
2440	0.988092775							
2442.66667	0.983098732							
2445.33333	0.968544665							
2448	0.966404361							
2450.66667	0.985239036							
2453.33333	0.968972725							
2456	1.007926259							
2458.66667	1.006356703							
2461.33333	0.996083244							
2464	1.008211633							
2466.66667	0.979103498							
2469.33333	0.979674246							
2472	0.977105881							
2474.66667	0.994228313							
2477.33333	0.967973917							
2480	0.967688543							
2482.66667	0.979388872							
2485.33333	0.966689734							
2488	0.963265248							
2490.66667	0.970684969							
2493.33333	0.976963194							
2496	0.990518453							
2498.66667	0.993942939							
2501.33333	0.968259291							
2504	0.984240228							
2506.66667	0.993086818							
2509.33333	0.974680203							
2512	0.972254525							
2514.66667	0.984810975							
2517.33333	0.971113029							
2520	0.984953662							
2522.66667	0.972539899							
2525.33333	1.003931025							
2528	1.01349105							
2530.66667	0.970114221							
2533.33333	0.967973917							
2536	0.947141624							
2538.66667	0.97667782							
2541.33333	0.996511304							
2544	0.9626945							
2546.66667	0.971826464							
2549.33333	1.067426712							
2552	0.961695692							
2554.66667	0.998794295							
2557.33333	1.019626588							
2560	0.996368617							
2562.66667	1.013062989							
2565.33333	1.039745447							
2568	1.009495816							
2570.66667	0.966832421							
2573.33333	0.994656374							
2576	0.972397212							
2578.66667	0.968544665							
2581.33333	0.982099924							
2584	0.973966768							
2586.66667	1.003074904							
2589.33333	0.965833613							
2592	1.001505347							
2594.66667	1.03446603							
2597.33333	1.005500581							
2600	1.012777615							
2602.66667	1.025762127							
2605.33333	0.991945322							
2608	1.001077286							
2610.66667	1.041029629							
2613.33333	0.969115412							
2616	0.982813358							
2618.66667	0.985239036							
2621.33333	1.014204485							
2624	1.022194953							
2626.66667	0.999365043							
2629.33333	0.958841953							
2632	0.954275971							
2634.66667	1.037034395							
2637.33333	1.007355512							
2640	1.026190187							
2642.66667	0.973824081							
2645.33333	0.992801444							
2648	0.988235462							
2650.66667	1.015916728							
								
								
								
								
								
0					0.006815266	0.002831742	0.003443253	0.006934432
19.8					-0.002405388	0.0000878	-0.000529731	0.000755235
40.2					0	-0.001448798	-0.001026354	-0.003020941
60					-0.002806286	-0.000900011	-0.000860813	-0.003020941
79.8					-0.001603592	-0.000570739	-0.001026354	-0.001647786
100.2					-0.003207184	-0.00177807	-0.000860813	-0.004050807
120					-0.00400898	-0.000570739	-0.000198649	-0.002334363
139.8					-0.005211674	-0.001229283	-0.001522977	-0.004050807
160.2					-0.001603592	-0.001668313	-0.001191895	-0.002334363
180					0	-0.000900011	-0.00036419	-0.003020941
