"Time [min]"	"Agitated rep 1"	"Agitated rep 2"	"Agitated rep 3"	"Agitated rep 4"	"Idle rep 1"	"Idle rep 2"	"Idle rep 3"	"Idle rep 4"
199.8					-0.001603592	-0.001339041	-0.001191895	-0.002334363
220.2					-0.002806286	-0.001887828	-0.001357436	-0.003020941
240					-0.00601347	-0.001339041	-0.000529731	-0.001991074
259.8					-0.003207184	-0.000460981	-0.001357436	-0.004737384
280.2					-0.003608082	-0.001229283	-0.001191895	-0.003707518
300					-0.005612572	-0.001009768	-0.001854059	-0.00061792
319.8					-0.00200449	-0.000900011	-0.001357436	-0.001647786
340.2					-0.004409878	-0.000351224	-0.001522977	-0.003020941
360					-0.004810776	-0.001448798	-0.001522977	-0.001991074
379.8					-0.002806286	-0.001448798	-0.000695272	-0.002677652
400.2					-0.004409878	-0.000900011	-0.001191895	-0.001647786
420					-0.004409878	-0.000790254	-0.001026354	-0.004050807
439.8					-0.003608082	-0.001339041	-0.000695272	-0.003020941
460.2					-0.003207184	-0.000900011	-0.0020196	-0.001304497
480					-0.001603592	-0.000680496	-0.000529731	-0.002677652
499.8					-0.002806286	-0.000790254	-0.001854059	-0.003020941
520.2					-0.005211674	-0.000680496	-0.000198649	-0.002334363
540					0.000400898	-0.001119526	-0.0020196	-0.002334363
559.8					-0.003207184	-0.001009768	-0.001688518	-0.003707518
580.2					-0.003207184	-0.001009768	-0.000529731	-0.001991074
600					-0.002405388	-0.000900011	-0.000695272	-0.003707518
619.8					-0.004810776	-0.000790254	-0.001357436	-0.002677652
640.2					-0.006414368	-0.001448798	-0.000695272	-0.004050807
660					-0.002405388	-0.000790254	-0.000695272	-0.004050807
679.8					-0.006414368	-0.001997585	-0.001026354	-0.003020941
700.2					-0.003608082	-0.001229283	-0.001357436	-0.003707518
720					-0.004409878	-0.000790254	-0.002350682	-0.004050807
739.8					-0.006414368	-0.001009768	-0.0000331	-0.002334363
760.2					-0.006815266	-0.001668313	-0.000529731	-0.002334363
780					-0.002405388	-0.001119526	-0.001191895	-0.002334363
799.8					-0.00400898	-0.001119526	-0.000860813	-0.001991074
820.2					-0.003207184	-0.001887828	-0.000529731	-0.003020941
840					-0.003207184	-0.001119526	-0.00036419	-0.003020941
859.8					-0.002405388	-0.000900011	-0.001026354	-0.003364229
880.2					-0.005612572	-0.001009768	-0.001026354	-0.002334363
900					-0.003608082	-0.001119526	-0.000529731	-0.001991074
919.8					-0.001603592	-0.001009768	-0.001688518	-0.001304497
940.2					-0.003207184	-0.00177807	-0.0020196	-0.004050807
960					-0.004810776	-0.001448798	-0.001191895	-0.002334363
979.8					-0.00400898	-0.0022171	-0.00036419	-0.003020941
1000.2					-0.00200449	-0.000570739	-0.001522977	-0.003364229
1020					-0.00400898	-0.001119526	-0.002185141	-0.004737384
1039.8					-0.002405388	-0.001448798	-0.001357436	-0.003707518
1060.2					-0.003608082	-0.000570739	-0.000695272	-0.003707518
1080					-0.003608082	-0.000900011	-0.001357436	-0.00576725
1099.8					-0.00601347	-0.001229283	-0.001854059	-0.003020941
1120.2					-0.001202694	-0.001339041	-0.001522977	-0.001647786
1140					-0.006815266	-0.001229283	-0.001688518	-0.001647786
1159.8					-0.003608082	-0.001448798	-0.001191895	-0.001304497
1180.2					-0.003207184	-0.001448798	-0.001357436	-0.003020941
1200					-0.002806286	-0.001668313	-0.001854059	-0.001647786
1219.8					-0.004810776	-0.001229283	-0.001026354	-0.003020941
1240.2					-0.006414368	-0.001229283	-0.0020196	-0.002677652
1260					-0.005612572	-0.001558556	-0.002350682	-0.002677652
1279.8					-0.004409878	-0.001668313	-0.001854059	-0.003020941
1300.2					-0.00601347	-0.0022171	-0.000860813	-0.003364229
1320					-0.007216164	-0.001668313	-0.002185141	-0.001647786
1339.8					-0.004810776	-0.001558556	-0.001522977	-0.003364229
1360.2					-0.006414368	-0.001009768	-0.001854059	-0.003707518
1380					-0.006815266	-0.001229283	-0.0020196	-0.003364229
1399.8					-0.002405388	-0.001229283	-0.002185141	-0.002334363
1420.2					-0.004810776	-0.001229283	-0.001357436	-0.002334363
1440					-0.006815266	-0.001229283	-0.0020196	-0.004050807
1459.8					-0.00601347	-0.001229283	-0.002185141	-0.004737384
1480.2					-0.005211674	-0.000241466	-0.001522977	-0.004737384
1500					-0.004409878	-0.001448798	-0.0020196	-0.004394095
1519.8					-0.005211674	-0.000900011	-0.001026354	-0.003020941
1540.2					-0.005211674	-0.00177807	-0.001854059	-0.002334363
1560					-0.002405388	-0.000790254	-0.001357436	-0.003364229
1579.8					-0.00400898	-0.00177807	-0.001026354	-0.001304497
1600.2					-0.003207184	-0.001229283	-0.002185141	-0.003364229
1620					-0.003608082	-0.001887828	-0.001688518	-0.004050807
1639.8					-0.005612572	-0.000900011	-0.001026354	-0.001647786
1660.2					-0.006815266	-0.001668313	-0.001357436	-0.002334363
1680					-0.004810776	-0.001009768	-0.001026354	0.0000687
1699.8					-0.005612572	-0.001009768	-0.000529731	0.000411946
1720.2					-0.00400898	-0.001229283	-0.002185141	-0.000961208
1740					-0.00400898	-0.001119526	-0.0020196	0.001098524
1759.8					-0.004409878	-0.001229283	-0.000860813	0.001098524
1780.2					-0.006414368	-0.000900011	-0.000860813	0.004188122
1800					-0.003608082	-0.001448798	-0.001191895	0.002471679
1819.8					-0.004409878	-0.001668313	-0.000860813	0.005217988
1840.2					-0.003207184	-0.001448798	-0.001854059	0.005561277
1860					-0.00400898	-0.001009768	-0.001522977	0.007277721
1879.8					-0.001202694	-0.001448798	-0.000860813	0.01002403
1900.2					-0.005612572	-0.000790254	-0.000860813	0.016546516
1920					-0.00200449	-0.001339041	-0.001191895	0.020322691
1939.8					-0.001202694	-0.000570739	-0.000695272	0.025472022
1960.2					-0.00200449	-0.000460981	-0.000529731	0.03130793
1980					-0.003608082	-0.001339041	-0.001522977	0.040920014
1999.8					-0.003608082	-0.001119526	-0.00036419	0.048129077
2020.2					-0.006815266	-0.000900011	-0.001688518	0.054651562
2040					-0.004810776	-0.001229283	-0.001026354	0.064950223
2059.8					-0.00400898	-0.001339041	-0.000529731	0.075248884
2080.2					-0.00400898	-0.000900011	-0.001357436	0.091726742
2100					-0.005211674	-0.000460981	0.000132433	0.096876073
2119.8					-0.003608082	-0.000790254	-0.00036419	0.113010642
2140.2					-0.004810776	-0.000680496	-0.001026354	0.129831789
2160					-0.003608082	-0.000680496	0.000629056	0.127772056
2179.8					-0.003207184	-0.001009768	0.000463515	0.153518709
2200.2					-0.00200449	-0.001558556	0.000629056	0.182354961
2220					0.000400898	-0.000790254	0.001622302	0.197459664
2239.8					-0.001202694	-0.001558556	0.002284466	0.211534501
2260.2					-0.000801796	-0.001229283	0.003608794	0.2328184
2280					-0.002405388	-0.001558556	0.005264203	0.242773773
2299.8					-0.000400898	-0.001119526	0.009237187	0.243117061
2320.2					0	-0.000790254	0.014368958	0.277789221
2340					0.000801796	-0.000460981	0.018673023	0.295983522
2359.8					0.00801796	-0.001668313	0.027612237	0.326192928
2380.2					0.006414368	-0.001558556	0.036882532	0.338551322
2400					0.01002245	-0.001229283	0.049298106	0.362581531
2419.8					0.017238614	-0.000790254	0.06336909	0.363954686
2440.2					0.024855677	-0.001448798	0.074791418	0.375626502
2460					0.037684413	-0.001009768	0.094325255	0.397940268
2479.8					0.046905067	-0.001339041	0.106740829	0.395880536
2500.2					0.05853111	-0.001558556	0.131406436	0.42917954
2520					0.072161642	-0.000570739	0.148291617	0.43982149
2539.8					0.088197563	-0.001448798	0.164349093	0.468314452
2560.2					0.104634381	-0.001448798	0.192822143	0.500583591
2580					0.122273894	-0.000900011	0.213018143	0.516031583
2599.8					0.143922386	-0.001668313	0.235035095	0.545554411
2620.2					0.161962797	-0.000790254	0.248443915	0.547957432
2640					0.182408595	-0.001448798	0.267150046	0.570957775
2659.8					0.20365619	-0.001339041	0.287180506	0.579539993
2680.2					0.226106479	-0.001887828	0.302244736	0.575763817
2700					0.247354073	-0.000790254	0.321944113	0.592584964
2719.8					0.26619628	-0.001229283	0.347602966	0.615928596
2740.2					0.285439384	-0.001887828	0.352569196	0.619018194
2760					0.307889673	-0.001448798	0.379552377	0.623824236
2779.8					0.339961514	-0.001339041	0.402231493	0.648884312
2800.2					0.34878127	-0.000680496	0.416136936	0.671541366
2820					0.367222579	-0.000790254	0.422758575	0.658153107
2839.8					0.385262989	-0.000680496	0.444609985	0.665705458
2860.2					0.406109686	-0.000680496	0.461329625	0.676347408
2880					0.427758178	0.000417078	0.487816183	0.725780982
2899.8					0.435776139	0.001843925	0.49559661	0.689392379
2920.2					0.452613855	0.004917133	0.513971659	0.737109509
2940					0.469451572	0.008978158	0.500066216	0.725437693
2959.8					0.47787043	0.015453847	0.499569593	0.712736011
2980.2					0.493104554	0.02346614	0.495927692	0.647854446
3000					0.515554843	0.033673581	0.511985168	0.706556814
3019.8					0.55845093	0.048490835	0.55932989	0.757020254
3040.2					0.546824888	0.064625178	0.583995497	0.76869207
3060					0.5644644	0.0833937	0.619090187	0.782766907
3079.8					0.560054522	0.104906157	0.60617799	0.791349125
3100.2					0.605355997	0.126857645	0.588630645	0.78722966
3120					0.586112893	0.150345736	0.613792875	0.796498455
3139.8					0.618585632	0.175150916	0.625711826	0.796155166
3160.2					0.62099102	0.202261003	0.646073368	0.807483694
3180					0.641436818	0.22421249	0.657164614	0.835976656
3199.8					0.659076331	0.242102952	0.655840286	0.835976656
3220.2					0.659878127	0.27217649	0.66494504	0.818812221
3240					0.663887107	0.288749863	0.662296385	0.846618606
3259.8					0.668697883	0.31542092	0.656336909	0.841125987
3280.2					0.694355356	0.338250466	0.696894451	0.846618606
3300					0.710792174	0.36590934	0.667759237	0.853827669
3319.8					0.716404747	0.365360553	0.69341809	0.820528665
3340.2					0.710792174	0.395324333	0.682326844	0.862066598
3360					0.725224503	0.405202502	0.697225533	0.865499485
3379.8					0.74807569	0.441422456	0.722222222	0.862753175
3400.2					0.744868505	0.454703106	0.713614091	0.887813251
3420					0.777341244	0.466008122	0.735465501	0.859663577
3439.8					0.755692752	0.482910767	0.73016819	0.876484724
3460.2					0.761305324	0.48324004	0.71858032	0.867215929
3480					0.765314304	0.50376468	0.713614091	0.846275318
3499.8					0.74807569	0.520008781	0.744073633	0.894679025
3520.2					0.794178961	0.530216222	0.72851278	0.889529694
3540					0.762508018	0.556667764	0.782644683	0.896738757
3559.8					0.788165491	0.575765558	0.778009535	0.921455544
3580.2					0.775336754	0.576863132	0.790921732	0.924201854
3600					0.811818473	0.593985293	0.786286585	0.90120151
3619.8					0.827854394	0.589924267	0.771056814	0.921112255
3640.2					0.809012187	0.598156075	0.778175076	0.932784071
3660					0.827854394	0.621753924	0.798371077	0.956814281
3679.8					0.837075048	0.618351443	0.801681896	0.924201854
3700.2					0.817431046	0.637229722	0.770229109	0.911500172
3720					0.845493906	0.632510153	0.791087273	0.896395469
3739.8					0.853511867	0.636241905	0.757979076	0.898455201
3760.2					0.837475946	0.637778509	0.777347371	0.876484724
3780					0.849903784	0.668510592	0.771884519	0.919739101
3799.8					0.854714561	0.673778949	0.790921732	0.928664607
3820.2					0.853912765	0.660827571	0.790921732	0.885066941
3840					0.851908275	0.680254637	0.821050192	0.938963268
3859.8					0.862732521	0.692437713	0.798371077	0.90394782
3880.2					0.861529827	0.719218527	0.823202225	0.959217302
3900					0.885984606	0.717901438	0.832141438	0.918365946
3919.8					0.88919179	0.725584458	0.830320487	0.954067971
3940.2					0.886385504	0.729206454	0.820884651	0.924888431
3960					0.879971135	0.757523872	0.809958946	0.92523172
3979.8					0.90121873	0.745999341	0.845384717	0.970545829
4000.2					0.863935215	0.728218637	0.821050192	0.927634741
4020					0.869547787	0.738535836	0.862932062	0.958530724
4039.8					0.916051956	0.74347492	0.840252947	0.932784071
4060.2					0.898412444	0.736560202	0.832306979	0.955441126
4080					0.885182809	0.772670398	0.843398225	0.95956059
4099.8					0.90923669	0.77475579	0.821712356	0.97020254
4120.2					0.915651058	0.792426737	0.875016554	0.999725369
4140					0.89720975	0.785951048	0.853165144	0.96505321
4159.8					0.926876203	0.771353309	0.844060389	0.934157226
4180.2					0.904025016	0.787487652	0.866242882	0.961620323
4200					0.894002566	0.804829327	0.858131373	0.952694816
4219.8					0.930885183	0.780243662	0.888921997	0.988396842
4240.2					0.918858242	0.814817254	0.845384717	0.991143151
4260					0.914448364	0.814158709	0.841246193	0.976038448
4279.8					0.856318153	0.814268467	0.848033373	0.976381737
4300.2					0.90923669	0.807573263	0.89786121	0.979814624
4320					0.89119628	0.814378224	0.869884783	0.959903879
4339.8					0.909637588	0.837976073	0.920871408	0.996292482
4360.2					0.930484285	0.84664691	0.911435571	0.972262273
4380					0.965362412	0.861244649	0.86260098	1.005904566
4399.8					0.925272611	0.848293272	0.90944908	0.979814624
4420.2					0.927677999	0.855756778	0.894881473	0.971575695
4440					0.932087877	0.864537372	0.89951662	1.026158599
4459.8					0.891597178	0.88089123	0.908290293	0.981531068
4480.2					0.923268121	0.88176929	0.915077473	1.011740474
4500					0.955339962	0.876830205	0.918388293	1.01277034
4519.8					0.899615138	0.864098343	0.913753145	1.011740474
4540.2					0.97578576	0.867830095	0.920540326	1.006934432
4560					0.931286081	0.872439908	0.941729572	0.99938208
4579.8					0.946921103	0.862781253	0.931797113	0.997665637
4600.2					0.942511225	0.877598507	0.894550391	0.970889118
4620					0.95774535	0.878147294	0.930638326	1.011397185
4639.8					0.940105837	0.885940072	0.884286849	0.962650189
4660.2					0.937700449	0.901525628	0.953482982	1.01551665
4680					0.96375882	0.892086489	0.927493047	1.010367319
4699.8					0.970574086	0.900208539	0.936763343	0.968829386
4720.2					0.933691469	0.908330589	0.956959343	1.022039135
4740					0.925272611	0.92413566	0.942557277	1.009337453
4759.8					0.931286081	0.91557458	0.957124884	1.024442156
4780.2					0.97378127	0.935989463	0.963249901	1.067353244
4800					0.903624118	0.886379102	0.919381539	0.934157226
4819.8					0.956943554	0.90789156	0.946199179	1.006934432
4840.2					0.966565106	0.923477116	0.949841081	0.976038448
4860					0.952132777	0.928745473	0.96473977	1.013456917
4879.8					0.958146248	0.940270003	0.925672096	1.008650875
4900.2					0.931286081	0.885940072	0.908124752	0.987366976
4920					0.932087877	0.940709033	0.916567342	0.965396498
4939.8					0.986209108	0.910415981	0.930472785	1.000755235
4960.2					0.953335471	0.930391834	0.947523507	0.971575695
4980					0.946119307	0.938952914	0.947026884	1.039890148
4999.8					0.968569596	0.930940621	0.924016687	1.01551665
5020.2					0.946119307	0.933026013	0.956131638	1.022725712
5040					0.9878127	0.931160136	0.946695802	1.005904566
5059.8					0.982200128	0.952782351	0.963912065	1.050875386
5080.2					0.921263631	0.972648447	0.940736326	0.993889461
5100					0.98179923	0.943343212	0.943550523	0.974665294
5119.8					0.9677678	0.945867633	0.930307244	1.026501888
5140.2					0.958547146	0.960904401	0.930803867	0.981874356
5160					0.962155228	0.919525848	0.958780294	1.007964298
5179.8					0.974583066	0.925782022	0.923851146	1.011397185
5200.2					0.98380372	0.933355285	0.975168852	1.023069001
5220					0.984204618	0.941038305	0.963580983	1.025128733
5239.8					0.98580821	0.951245747	0.982287114	1.050532097
5260.2					0.998636947	0.934562617	0.985101311	1.039546859
5280					1.000641437	0.967160575	1.035922394	1.048129077
5299.8					0.995429763	0.955745802	0.983942524	1.058771026
5320.2					0.980596536	0.977038744	1.001324328	1.024442156
5340					0.95974984	0.947513994	0.97649318	0.973292139
5359.8					0.962155228	0.94125782	0.97152695	0.999725369
5380.2					0.991420783	1.008978158	0.965898556	1.008650875
5400					0.9677678	0.982746131	0.978479672	0.995262616
5419.8					0.991420783	0.994380419	0.996358098	1.014143495
5440.2					1.020285439	1.000746351	0.994040524	1.034397528
5460					0.958547146	0.981648557	0.961594491	0.979471335
5479.8					1.024294419	0.950367687	0.985597934	1.012083762
5500.2					0.951731879	0.99822193	0.970202622	0.98874013
5520					1.008659397	0.990209637	0.998013508	1.031651219
5539.8					0.997835151	0.990977939	1.002317574	0.966083076
5560.2					1.003848621	0.999539019	1.007614885	1.02856162
5580					0.997434253	1.014136758	1.000662164	0.988053553
5599.8					0.995028865	0.993173087	0.986922262	1.026845177
5620.2					1.005853111	1.002173197	1.002483115	0.990456574
