"time [h]"	"Agitated rep 1"	"Agitated rep 2"	"Agitated rep 3"	"Idle rep 1"	"Idle rep 2"	"Idle rep 3"
1279.8				-0.0026200494922072	0.00272036854821649	-0.00728392154927509
1300.2				-0.00346093650788202	0.00343746814669194	-0.0081287008757685
1320				-0.00237979605915725	0.00333502534690973	-0.00772722159189044
1339.8				-0.0037869947384498	0.00392919358564653	-0.00788614047509217
1360.2				-0.0028860443645125	0.00343746814669194	-0.00879783301556526
1380				-0.00326358547359099	0.00344771242667016	-0.00873928395333304
1399.8				-0.0032550049938392	-0.00410232191727847	-0.00893165944352461
1420.2				-0.00366686802192483	-0.00229932864111163	-0.00883128962255509
1440				-0.00375267281944267	-0.00291398543980487	-0.00961751988681629
1459.8				-0.00355532178515164	-0.00404085623740915	-0.0101444614469062
1480.2				-0.0035209998661445	-0.00363108503828032	-0.00972625385953326
1500				-0.00371835090043553	-0.00377450495797541	-0.00985171613574515
1519.8				-0.00358106322440699	-0.00460429163621128	-0.01039538599933
1540.2				-0.0037869947384498	-0.00469649015601527	-0.00980989537700785
1560				-0.00366686802192483	-0.00565945247396801	-0.0101695539021486
1579.8				-0.00337513171036418	-0.00570042959388089	-0.00989353689448245
1600.2				-0.00377841425869802	-0.00509601707516588	-0.0109725124699047
1620				-0.00376125329919445	-0.0052087041549263	-0.0100106350189469
1639.8				-0.00276591764798752	-0.00488088719562324	-0.010704859613986
1660.2				-0.00305765395954817	-0.0052087041549263	-0.0105877614895216
1680				-0.00261146901245541	-0.00464526875612417	-0.0107383162209759
1699.8				-0.00294610772277498	-0.00528041411477385	-0.0100106350189469
1720.2				-0.00275733716823574	-0.00378474923795363	-0.0115580030922269
1740				-0.00229399126163941	-0.00387694775775762	-0.0112987143880556
1759.8				-0.00213096214635551	-0.00420476471706068	-0.011215072870581
1780.2				-0.0011785288939075	-0.00324180239910794	-0.0101611897504012
1800				-0.00129865561043248	-0.00312911531934751	-0.0107215879174809
1819.8				3.13187510940237E-05	-0.00298569539965242	-0.0113405351467929
1840.2				-0.000371963797239819	-0.00240177144089384	-0.0112568936293183
1860				-0.00111846553564502	-0.00215590872141655	-0.0117336502789235
1879.8				0.000245830744888621	-0.0017871146422006	-0.011432540816015
1900.2				0.00102665440230095	-0.000660243844596329	-0.0108721426489352
1920				0.00144709791013836	-0.000281205485402165	-0.0101611897504012
1939.8				0.00342918873280044	0.000149054273683103	-0.0116416446097015
1960.2				0.00575449874553387	5.63435398801391E-06	-0.0115830955474693
1980				0.00746201421613886	0.00118372655148339	-0.0112903502363082
1999.8				0.00953849031607056	0.00248475010871741	-0.011215072870581
2020.2				0.0121040537618539	0.00295598698771556	-0.0104957558202995
2040				0.0161540402046959	0.00410334634527628	-0.01039538599933
2059.8				0.0199122903359773	0.0059985381412471	-0.00939168778963488
2080.2				0.0244256226854156	0.00726882885854646	-0.0080032385995566
2100				0.0290247598323718	0.00967623465342832	-0.0053601666473594
2119.8				0.0347136179078045	0.0129851370863936	-0.0035033249594234
2140.2				0.0398104228803641	0.0160379325199033	-0.0017468530924569
2160				0.0466061628437769	0.0212420267488394	0.00163226421351673
2179.8				0.0540454387885736	0.0283618013337028	0.00708569115286032
2200.2				0.0612444613003202	0.0398149063493535	0.0153745655345927
2220				0.0702797064789487	0.0548432650774032	0.0239812776827285
2239.8				0.080430414025309	0.0664500342927272	0.0360089278955752
2260.2				0.089602946879966	0.0800237052638696	0.0483962366335628
2280				0.10111795070686	0.0943554529534003	0.0650241703075122
2299.8				0.112195350066413	0.105808557969051	0.0817608379541787
2320.2				0.127460023544836	0.116841647505595	0.100747462420912
2340				0.142269931596415	0.126891286164229	0.114330844858786
2359.8				0.156642235180653	0.130507516996541	0.125404981772422
2380.2				0.17100595828514	0.134697427507633	0.138235590553025
2400				0.186296373202819	0.135773076905346	0.147628532965422
2419.8				0.20059145246929	0.144572913406638	0.154361675122127
2440.2				0.214217254315123	0.154571330665381	0.160308587014571
2460				0.228701104136134	0.158556355576909	0.165042696903633
2479.8				0.239203611352318	0.170665094511166	0.1697600784892
2500.2				0.250761517577971	0.183859727123114	0.173465397713325
2520				0.264181387909761	0.190098493629851	0.177187445240944
2539.8				0.279102842198113	0.195476740618416	0.181737543791562
2560.2				0.304981569129493	0.193335686102968	0.185668695112868
2580				0.310335788494606	0.200936941846808	0.189783857772618
2599.8				0.314823379404789	0.211140244705116	0.194911082793811
2620.2				0.327548230876685	0.229262375986588	0.201393300398092
2640				0.336523412697051	0.236658746130864	0.206838363185688
2659.8				0.333005415998819	0.238379785167205	0.213864250653554
2680.2				0.333048318397578	0.244137070514965	0.21930931344115
2700				0.348175704199973	0.249597271743356	0.226703223585904
2719.8				0.35830925078683	0.257229260327131	0.23175517124137
2740.2				0.370716624507909	0.266315936667812	0.23837121527361
2760				0.380858751574518	0.27588409416747	0.246024414122536
2779.8				0.386667736366476	0.270567312858774	0.250842165529072
2800.2				0.39048604985602	0.276283621086621	0.258077156790625
2820				0.407535463122814	0.286702053824471	0.265069587651501
2839.8				0.41708553708655	0.289396299458743	0.274479258367393
2860.2				0.420860948177334	0.323560973186109	0.281856440208652
2880				0.426378196657732	0.360839908026854	0.289802384368739
2899.8				0.436056977817744	0.350011704089875	0.299638626823751
2920.2				0.444422945575733	0.359456930229795	0.310102180659823
2940				0.455285832941491	0.378736665148806	0.32571805197233
2959.8				0.46980400468151	0.397832003028209	0.340162942040192
2980.2				0.473948376401621	0.397084170589799	0.351471275202758
3000				0.483532772284364	0.422326076456135	0.360504559090014
3019.8				0.490482960883309	0.459943072536161	0.370248795875804
3040.2				0.502109510946976	0.470761032193162	0.376705921024843
3060				0.500633668429669	0.472031322910461	0.386860001246259
3079.8				0.493460387357178	0.487377254317836	0.393936073624609
3100.2				0.51973381635714	0.465485228004378	0.405052031296983
3120				0.527713662526299	0.464225181567057	0.409334476991682
